video_id,match_id,rally_interval_id,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,sample_count,accepted,reject_reason
20,20,1,10950,11275,438.0,451.0,13.0,13,True,
20,20,2,11825,12100,473.0,484.0,11.0,11,True,
20,20,3,12350,12850,494.0,514.0,20.0,20,True,
20,20,4,13150,13325,526.0,533.0,7.0,7,True,
20,20,5,13650,14250,546.0,570.0,24.0,24,True,
20,20,6,14525,14675,581.0,587.0,6.0,6,True,
20,20,7,14950,15350,598.0,614.0,16.0,16,True,
20,20,8,15725,15850,629.0,634.0,5.0,5,True,
20,20,9,16075,16325,643.0,653.0,10.0,10,True,
20,20,10,16875,16925,675.0,677.0,2.0,2,True,
20,20,11,16975,17750,679.0,710.0,31.0,31,True,
20,20,12,18000,18325,720.0,733.0,13.0,13,True,
20,20,13,18675,19175,747.0,767.0,20.0,20,True,
20,20,14,19750,19975,790.0,799.0,9.0,9,True,
20,20,15,20200,20625,808.0,825.0,17.0,17,True,
20,20,16,21250,21450,850.0,858.0,8.0,8,True,
20,20,17,21550,21600,862.0,864.0,2.0,2,True,
20,20,18,21650,22250,866.0,890.0,24.0,24,True,
20,20,19,22900,23025,916.0,921.0,5.0,5,True,
20,20,20,23125,23350,925.0,934.0,9.0,9,True,
20,20,21,23550,24300,942.0,972.0,30.0,30,True,
20,20,22,24950,25150,998.0,1006.0,8.0,8,True,
20,20,23,25650,26000,1026.0,1040.0,14.0,14,True,
20,20,24,27125,27400,1085.0,1096.0,11.0,11,True,
20,20,25,28975,29325,1159.0,1173.0,14.0,14,True,
20,20,26,29675,29875,1187.0,1195.0,8.0,8,True,
20,20,27,30150,31000,1206.0,1240.0,34.0,34,True,
20,20,28,31100,31175,1244.0,1247.0,3.0,3,True,
20,20,29,31425,31700,1257.0,1268.0,11.0,11,True,
20,20,30,32125,32450,1285.0,1298.0,13.0,13,True,
20,20,31,33000,33250,1320.0,1330.0,10.0,10,True,
20,20,32,33600,33750,1344.0,1350.0,6.0,6,True,
20,20,33,34425,34875,1377.0,1395.0,18.0,18,True,
20,20,34,36025,36375,1441.0,1455.0,14.0,14,True,
20,20,35,36525,36800,1461.0,1472.0,11.0,11,True,
20,20,36,37025,37425,1481.0,1497.0,16.0,16,True,
20,20,37,37775,38375,1511.0,1535.0,24.0,24,True,
20,20,38,38700,39000,1548.0,1560.0,12.0,12,True,
20,20,39,40350,40575,1614.0,1623.0,9.0,9,True,
20,20,40,40975,41125,1639.0,1645.0,6.0,6,True,
20,20,41,43925,44350,1757.0,1774.0,17.0,17,True,
20,20,42,45200,45325,1808.0,1813.0,5.0,5,True,
20,20,43,45575,45750,1823.0,1830.0,7.0,7,True,
20,20,44,45925,46150,1837.0,1846.0,9.0,9,True,
20,20,45,46725,47075,1869.0,1883.0,14.0,14,True,
20,20,46,47450,47700,1898.0,1908.0,10.0,10,True,
20,20,47,48050,48200,1922.0,1928.0,6.0,6,True,
20,20,48,48650,49350,1946.0,1974.0,28.0,28,True,
20,20,49,50300,50525,2012.0,2021.0,9.0,9,True,
20,20,50,50775,51075,2031.0,2043.0,12.0,12,True,
20,20,51,51625,52100,2065.0,2084.0,19.0,19,True,
20,20,52,53150,53300,2126.0,2132.0,6.0,6,True,
20,20,53,53500,53725,2140.0,2149.0,9.0,9,True,
20,20,54,54150,54550,2166.0,2182.0,16.0,16,True,
20,20,55,54900,55400,2196.0,2216.0,20.0,20,True,
20,20,56,55750,56125,2230.0,2245.0,15.0,15,True,
20,20,57,57175,57225,2287.0,2289.0,2.0,2,True,
20,20,58,57550,57675,2302.0,2307.0,5.0,5,True,
20,20,59,57950,58325,2318.0,2333.0,15.0,15,True,
20,20,60,59300,59700,2372.0,2388.0,16.0,16,True,
20,20,61,60050,60650,2402.0,2426.0,24.0,24,True,
20,20,62,62300,62550,2492.0,2502.0,10.0,10,True,
20,20,63,63075,63325,2523.0,2533.0,10.0,10,True,
20,20,64,63950,64550,2558.0,2582.0,24.0,24,True,
20,20,65,64925,65275,2597.0,2611.0,14.0,14,True,
20,20,66,65975,66175,2639.0,2647.0,8.0,8,True,
20,20,67,66250,66725,2650.0,2669.0,19.0,19,True,
20,20,68,67075,67775,2683.0,2711.0,28.0,28,True,
20,20,69,68650,68675,2746.0,2747.0,1.0,1,False,too_short
20,20,70,69075,69350,2763.0,2774.0,11.0,11,True,
20,20,71,69650,69850,2786.0,2794.0,8.0,8,True,
20,20,72,70275,70475,2811.0,2819.0,8.0,8,True,
20,20,73,70800,71050,2832.0,2842.0,10.0,10,True,
20,20,74,72050,72575,2882.0,2903.0,21.0,21,True,
20,20,75,72925,73000,2917.0,2920.0,3.0,3,True,
20,20,76,73075,73350,2923.0,2934.0,11.0,11,True,
20,20,77,73700,74125,2948.0,2965.0,17.0,17,True,
20,20,78,74600,74750,2984.0,2990.0,6.0,6,True,
20,20,79,74925,75075,2997.0,3003.0,6.0,6,True,
20,20,80,75475,75725,3019.0,3029.0,10.0,10,True,
20,20,81,76025,76375,3041.0,3055.0,14.0,14,True,
20,20,82,76650,76775,3066.0,3071.0,5.0,5,True,
20,20,83,77025,77225,3081.0,3089.0,8.0,8,True,
