video_id,match_id,rally_interval_id,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,sample_count,accepted,reject_reason
24,24,1,8580,8760,286.0,292.0,6.0,6,True,
24,24,2,9060,9480,302.0,316.0,14.0,14,True,
24,24,3,9810,9990,327.0,333.0,6.0,6,True,
24,24,4,10410,11100,347.0,370.0,23.0,23,True,
24,24,5,12360,12750,412.0,425.0,13.0,13,True,
24,24,6,13320,13380,444.0,446.0,2.0,2,True,
24,24,7,13440,13830,448.0,461.0,13.0,13,True,
24,24,8,14340,15480,478.0,516.0,38.0,38,True,
24,24,9,16290,16740,543.0,558.0,15.0,15,True,
24,24,10,17820,18150,594.0,605.0,11.0,11,True,
24,24,11,18930,19620,631.0,654.0,23.0,23,True,
24,24,12,20520,21030,684.0,701.0,17.0,17,True,
24,24,13,21630,21720,721.0,724.0,3.0,3,True,
24,24,14,21960,22590,732.0,753.0,21.0,21,True,
24,24,15,23040,23370,768.0,779.0,11.0,11,True,
24,24,16,23970,24180,799.0,806.0,7.0,7,True,
24,24,17,24780,25020,826.0,834.0,8.0,8,True,
24,24,18,25500,25770,850.0,859.0,9.0,9,True,
24,24,19,26280,26760,876.0,892.0,16.0,16,True,
24,24,20,28260,28620,942.0,954.0,12.0,12,True,
24,24,21,28980,29970,966.0,999.0,33.0,33,True,
24,24,22,31050,31200,1035.0,1040.0,5.0,5,True,
24,24,23,31380,32760,1046.0,1092.0,46.0,46,True,
24,24,24,34470,34650,1149.0,1155.0,6.0,6,True,
24,24,25,35190,35490,1173.0,1183.0,10.0,10,True,
24,24,26,37410,37890,1247.0,1263.0,16.0,16,True,
24,24,27,38340,38490,1278.0,1283.0,5.0,5,True,
24,24,28,38880,39330,1296.0,1311.0,15.0,15,True,
24,24,29,39900,40020,1330.0,1334.0,4.0,4,True,
24,24,30,40380,40770,1346.0,1359.0,13.0,13,True,
24,24,31,41820,42120,1394.0,1404.0,10.0,10,True,
24,24,32,42780,43650,1426.0,1455.0,29.0,29,True,
24,24,33,45270,45660,1509.0,1522.0,13.0,13,True,
24,24,34,46200,46830,1540.0,1561.0,21.0,21,True,
24,24,35,47340,47760,1578.0,1592.0,14.0,14,True,
24,24,36,48270,48780,1609.0,1626.0,17.0,17,True,
