Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,1,682,485,36825,1473.0
1,1,682,485,36826,1473.04
2,1,685,488,36827,1473.08
3,1,670,505,36828,1473.12
4,1,668,505,36829,1473.16
5,1,668,505,36830,1473.2
6,1,668,505,36831,1473.24
7,1,668,502,36832,1473.28
8,1,692.667,424.667,36833,1473.32
9,1,717.333,347.333,36834,1473.36
10,1,742,270,36835,1473.4
11,1,742,270,36836,1473.44
12,1,742,270,36837,1473.48
13,1,742,270,36838,1473.52
14,1,742,270,36839,1473.56
15,1,742,272,36840,1473.6
16,1,742,272,36841,1473.64
17,1,742,270,36842,1473.68
18,1,742,270,36843,1473.72
19,1,742,272,36844,1473.76
20,1,742,270,36845,1473.8
21,1,742,272,36846,1473.84
22,1,742,272,36847,1473.88
23,1,742,270,36848,1473.92
24,1,742,272,36849,1473.96
25,1,705,278,36850,1474.0
26,1,742,270,36851,1474.04
27,1,742,270,36852,1474.08
28,1,742,270,36853,1474.12
29,1,742,270,36854,1474.16
30,1,711.333,331.667,36855,1474.2
31,1,680.667,393.333,36856,1474.24
32,1,650,455,36857,1474.28
33,1,655,460,36858,1474.32
34,1,655,460,36859,1474.36
35,1,658,462,36860,1474.4
36,1,685.333,398.667,36861,1474.44
37,1,712.667,335.333,36862,1474.48
38,1,740,272,36863,1474.52
39,1,720,320,36864,1474.56
40,1,720,320,36865,1474.6
41,1,720,322,36866,1474.64
42,1,694.0,397.0,36867,1474.68
43,1,668,472,36868,1474.72
44,1,665,468,36869,1474.76
45,1,662,460,36870,1474.8
46,1,662,455,36871,1474.84
47,1,660,448,36872,1474.88
48,0,0,0,36873,1474.92
49,0,0,0,36874,1474.96
50,0,0,0,36875,1475.0
51,0,0,0,36876,1475.04
52,0,0,0,36877,1475.08
53,0,0,0,36878,1475.12
54,1,730,278,36879,1475.16
55,1,730,278,36880,1475.2
56,1,637.0,249.4,36881,1475.24
57,1,544.0,220.8,36882,1475.28
58,1,451.0,192.2,36883,1475.32
59,1,358.0,163.6,36884,1475.36
60,1,265,135,36885,1475.4
61,1,265,132,36886,1475.44
62,1,265,132,36887,1475.48
63,1,253.25,108.5,36888,1475.52
64,1,241.5,85.0,36889,1475.56
65,1,229.75,61.5,36890,1475.6
66,1,218,38,36891,1475.64
67,1,222,38,36892,1475.68
68,1,231.0,49.0,36893,1475.72
69,1,240.0,60.0,36894,1475.76
70,1,249.0,71.0,36895,1475.8
71,1,258,82,36896,1475.84
