Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,1,655,85,35225,1409.0
1,1,652,85,35226,1409.04
2,1,650,88,35227,1409.08
3,1,648,95,35228,1409.12
4,1,640,105,35229,1409.16
5,1,632,112,35230,1409.2
6,1,622,118,35231,1409.24
7,1,612,125,35232,1409.28
8,1,600,130,35233,1409.32
9,1,888,122,35234,1409.36
10,1,570,138,35235,1409.4
11,1,552,138,35236,1409.44
12,1,830,135,35237,1409.48
13,1,810,135,35238,1409.52
14,1,495,132,35239,1409.56
15,1,770,140,35240,1409.6
16,1,752,140,35241,1409.64
17,1,835,2,35242,1409.68
18,1,812,2,35243,1409.72
19,1,680,138,35244,1409.76
20,1,348,112,35245,1409.8
21,1,632,135,35246,1409.84
22,1,295,100,35247,1409.88
23,1,270,95,35248,1409.92
24,1,675,5,35249,1409.96
25,1,1238,170,35250,1410.0
26,1,192,75,35251,1410.04
27,1,622,5,35252,1410.08
28,1,505,128,35253,1410.12
29,1,490,128,35254,1410.16
30,1,578,2,35255,1410.2
31,1,460,340,35256,1410.24
32,1,450,340,35257,1410.28
33,1,442,340,35258,1410.32
34,1,438,340,35259,1410.36
35,1,15,335,35260,1410.4
36,1,430,342,35261,1410.44
37,1,428,345,35262,1410.48
38,1,425,132,35263,1410.52
39,1,530,10,35264,1410.56
40,1,895,185,35265,1410.6
41,1,268,300,35266,1410.64
42,1,22,340,35267,1410.68
43,1,540,18,35268,1410.72
44,1,545,18,35269,1410.76
45,1,448,352,35270,1410.8
46,1,448,352,35271,1410.84
47,1,450,352,35272,1410.88
48,1,548,12,35273,1410.92
49,1,922,188,35274,1410.96
50,1,922,182,35275,1411.0
51,1,925,180,35276,1411.04
52,1,925,178,35277,1411.08
53,1,925,178,35278,1411.12
54,1,458,345,35279,1411.16
55,1,460,345,35280,1411.2
56,1,460,345,35281,1411.24
57,1,938,172,35282,1411.28
58,1,302,220,35283,1411.32
59,1,948,172,35284,1411.36
60,1,478,340,35285,1411.4
61,1,480,338,35286,1411.44
62,1,485,338,35287,1411.48
63,1,490,340,35288,1411.52
64,1,1148,185,35289,1411.56
65,1,30,190,35290,1411.6
66,1,335,222,35291,1411.64
67,1,498,345,35292,1411.68
68,1,585,5,35293,1411.72
69,1,500,138,35294,1411.76
70,1,502,140,35295,1411.8
71,1,505,140,35296,1411.84
72,1,592,10,35297,1411.88
73,1,1005,172,35298,1411.92
74,1,1012,172,35299,1411.96
75,0,0,0,35300,1412.0
