video_id,match_id,rally_interval_id,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,sample_count,accepted,reject_reason
05,5,1,16725,17200,669.0,688.0,19.0,19,True,
05,5,2,17500,17875,700.0,715.0,15.0,15,True,
05,5,3,18075,18500,723.0,740.0,17.0,17,True,
05,5,4,18875,19075,755.0,763.0,8.0,8,True,
05,5,5,19500,19650,780.0,786.0,6.0,6,True,
05,5,6,19800,20575,792.0,823.0,31.0,31,True,
05,5,7,20950,21925,838.0,877.0,39.0,39,True,
05,5,8,22275,22700,891.0,908.0,17.0,17,True,
05,5,9,23250,23575,930.0,943.0,13.0,13,True,
05,5,10,24125,24200,965.0,968.0,3.0,3,True,
05,5,11,24475,24700,979.0,988.0,9.0,9,True,
05,5,12,25775,25950,1031.0,1038.0,7.0,7,True,
05,5,13,26425,26975,1057.0,1079.0,22.0,22,True,
05,5,14,27400,27925,1096.0,1117.0,21.0,21,True,
05,5,15,29950,30125,1198.0,1205.0,7.0,7,True,
05,5,16,30325,30675,1213.0,1227.0,14.0,14,True,
05,5,17,31000,31250,1240.0,1250.0,10.0,10,True,
05,5,18,31650,32000,1266.0,1280.0,14.0,14,True,
05,5,19,32350,32700,1294.0,1308.0,14.0,14,True,
05,5,20,33450,33850,1338.0,1354.0,16.0,16,True,
05,5,21,35650,36525,1426.0,1461.0,35.0,35,True,
05,5,22,37300,37400,1492.0,1496.0,4.0,4,True,
05,5,23,37675,38025,1507.0,1521.0,14.0,14,True,
05,5,24,38600,38775,1544.0,1551.0,7.0,7,True,
05,5,25,39100,39450,1564.0,1578.0,14.0,14,True,
05,5,26,39825,40000,1593.0,1600.0,7.0,7,True,
05,5,27,40300,40500,1612.0,1620.0,8.0,8,True,
05,5,28,41225,41550,1649.0,1662.0,13.0,13,True,
05,5,29,41925,42150,1677.0,1686.0,9.0,9,True,
05,5,30,42500,42950,1700.0,1718.0,18.0,18,True,
05,5,31,43550,44150,1742.0,1766.0,24.0,24,True,
05,5,32,44825,44975,1793.0,1799.0,6.0,6,True,
05,5,33,45225,45575,1809.0,1823.0,14.0,14,True,
05,5,34,45950,46425,1838.0,1857.0,19.0,19,True,
05,5,35,49675,49975,1987.0,1999.0,12.0,12,True,
05,5,36,50150,50375,2006.0,2015.0,9.0,9,True,
05,5,37,50975,51250,2039.0,2050.0,11.0,11,True,
05,5,38,51500,51875,2060.0,2075.0,15.0,15,True,
05,5,39,52325,52650,2093.0,2106.0,13.0,13,True,
05,5,40,52925,53200,2117.0,2128.0,11.0,11,True,
05,5,41,53625,53800,2145.0,2152.0,7.0,7,True,
05,5,42,54600,54925,2184.0,2197.0,13.0,13,True,
05,5,43,56025,56700,2241.0,2268.0,27.0,27,True,
05,5,44,57100,57900,2284.0,2316.0,32.0,32,True,
05,5,45,58525,58700,2341.0,2348.0,7.0,7,True,
05,5,46,59000,59200,2360.0,2368.0,8.0,8,True,
05,5,47,59550,59775,2382.0,2391.0,9.0,9,True,
05,5,48,60150,60300,2406.0,2412.0,6.0,6,True,
05,5,49,60625,60975,2425.0,2439.0,14.0,14,True,
05,5,50,62000,62200,2480.0,2488.0,8.0,8,True,
05,5,51,63975,64400,2559.0,2576.0,17.0,17,True,
05,5,52,64700,65100,2588.0,2604.0,16.0,16,True,
05,5,53,65375,65550,2615.0,2622.0,7.0,7,True,
05,5,54,65775,65925,2631.0,2637.0,6.0,6,True,
05,5,55,66100,66575,2644.0,2663.0,19.0,19,True,
05,5,56,66925,67475,2677.0,2699.0,22.0,22,True,
05,5,57,67825,68150,2713.0,2726.0,13.0,13,True,
05,5,58,68475,69100,2739.0,2764.0,25.0,25,True,
05,5,59,69475,69650,2779.0,2786.0,7.0,7,True,
05,5,60,69825,70075,2793.0,2803.0,10.0,10,True,
05,5,61,70525,70650,2821.0,2826.0,5.0,5,True,
05,5,62,70875,71175,2835.0,2847.0,12.0,12,True,
05,5,63,71350,71775,2854.0,2871.0,17.0,17,True,
05,5,64,72150,72900,2886.0,2916.0,30.0,30,True,
05,5,65,73375,73925,2935.0,2957.0,22.0,22,True,
05,5,66,77225,77650,3089.0,3106.0,17.0,17,True,
05,5,67,77975,78475,3119.0,3139.0,20.0,20,True,
05,5,68,78925,79600,3157.0,3184.0,27.0,27,True,
05,5,69,80250,80600,3210.0,3224.0,14.0,14,True,
05,5,70,80975,81300,3239.0,3252.0,13.0,13,True,
05,5,71,81725,82875,3269.0,3315.0,46.0,46,True,
05,5,72,84375,84875,3375.0,3395.0,20.0,20,True,
05,5,73,85425,85900,3417.0,3436.0,19.0,19,True,
05,5,74,86275,86800,3451.0,3472.0,21.0,21,True,
05,5,75,87575,88250,3503.0,3530.0,27.0,27,True,
05,5,76,89025,89275,3561.0,3571.0,10.0,10,True,
05,5,77,89875,90075,3595.0,3603.0,8.0,8,True,
05,5,78,91250,91450,3650.0,3658.0,8.0,8,True,
05,5,79,92025,92550,3681.0,3702.0,21.0,21,True,
05,5,80,93325,93775,3733.0,3751.0,18.0,18,True,
05,5,81,94250,94475,3770.0,3779.0,9.0,9,True,
05,5,82,94900,95500,3796.0,3820.0,24.0,24,True,
05,5,83,96100,96425,3844.0,3857.0,13.0,13,True,
05,5,84,98600,98800,3944.0,3952.0,8.0,8,True,
05,5,85,99050,99575,3962.0,3983.0,21.0,21,True,
05,5,86,101025,101300,4041.0,4052.0,11.0,11,True,
05,5,87,101800,102075,4072.0,4083.0,11.0,11,True,
05,5,88,103450,103825,4138.0,4153.0,15.0,15,True,
05,5,89,104525,104675,4181.0,4187.0,6.0,6,True,
05,5,90,105025,105550,4201.0,4222.0,21.0,21,True,
05,5,91,106350,107100,4254.0,4284.0,30.0,30,True,
05,5,92,107950,108400,4318.0,4336.0,18.0,18,True,
05,5,93,109050,109175,4362.0,4367.0,5.0,5,True,
05,5,94,110825,111200,4433.0,4448.0,15.0,15,True,
05,5,95,111800,112000,4472.0,4480.0,8.0,8,True,
05,5,96,112525,112800,4501.0,4512.0,11.0,11,True,
05,5,97,113325,113650,4533.0,4546.0,13.0,13,True,
05,5,98,114100,114300,4564.0,4572.0,8.0,8,True,
05,5,99,114875,115325,4595.0,4613.0,18.0,18,True,
05,5,100,115700,116475,4628.0,4659.0,31.0,31,True,
