Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,0,0,0,26675,1067.0
1,0,0,0,26676,1067.04
2,0,0,0,26677,1067.08
3,0,0,0,26678,1067.12
4,0,0,0,26679,1067.16
5,0,0,0,26680,1067.2
6,0,0,0,26681,1067.24
7,0,0,0,26682,1067.28
8,0,0,0,26683,1067.32
9,0,0,0,26684,1067.36
10,0,0,0,26685,1067.4
11,0,0,0,26686,1067.44
12,0,0,0,26687,1067.48
13,0,0,0,26688,1067.52
14,0,0,0,26689,1067.56
15,0,0,0,26690,1067.6
16,0,0,0,26691,1067.64
17,0,0,0,26692,1067.68
18,1,1849,15,26693,1067.72
19,0,0,0,26694,1067.76
20,0,0,0,26695,1067.8
21,0,0,0,26696,1067.84
22,0,0,0,26697,1067.88
23,0,0,0,26698,1067.92
24,1,690,458,26699,1067.96
25,0,0,0,26700,1068.0
26,0,0,0,26701,1068.04
27,0,0,0,26702,1068.08
28,0,0,0,26703,1068.12
29,1,810,349,26704,1068.16
30,0,0,0,26705,1068.2
31,0,0,0,26706,1068.24
32,0,0,0,26707,1068.28
33,1,1448,11,26708,1068.32
34,1,1841,8,26709,1068.36
35,0,0,0,26710,1068.4
36,1,1024,874,26711,1068.44
37,1,1039,892,26712,1068.48
38,1,1028,926,26713,1068.52
39,1,1418,11,26714,1068.56
40,1,1909,1039,26715,1068.6
41,0,0,0,26716,1068.64
42,0,0,0,26717,1068.68
43,0,0,0,26718,1068.72
44,0,0,0,26719,1068.76
45,1,1331,11,26720,1068.8
46,0,0,0,26721,1068.84
47,1,626,1024,26722,1068.88
48,1,1316,11,26723,1068.92
49,1,619,1020,26724,1068.96
50,1,619,1024,26725,1069.0
51,0,0,0,26726,1069.04
52,0,0,0,26727,1069.08
53,0,0,0,26728,1069.12
54,0,0,0,26729,1069.16
55,0,0,0,26730,1069.2
56,0,0,0,26731,1069.24
57,1,1702,8,26732,1069.28
58,0,0,0,26733,1069.32
59,0,0,0,26734,1069.36
60,0,0,0,26735,1069.4
61,0,0,0,26736,1069.44
62,0,0,0,26737,1069.48
63,1,1875,1046,26738,1069.52
64,0,0,0,26739,1069.56
65,0,0,0,26740,1069.6
66,0,0,0,26741,1069.64
67,0,0,0,26742,1069.68
68,0,0,0,26743,1069.72
69,0,0,0,26744,1069.76
70,0,0,0,26745,1069.8
71,1,1714,4,26746,1069.84
72,0,0,0,26747,1069.88
73,0,0,0,26748,1069.92
74,1,1005,926,26749,1069.96
75,1,1714,8,26750,1070.0
76,0,0,0,26751,1070.04
77,1,1328,8,26752,1070.08
78,1,1035,660,26753,1070.12
79,1,1042,634,26754,1070.16
80,1,1042,634,26755,1070.2
81,1,1718,8,26756,1070.24
82,0,0,0,26757,1070.28
83,0,0,0,26758,1070.32
84,1,450,645,26759,1070.36
85,1,1909,199,26760,1070.4
86,1,652,98,26761,1070.44
87,1,435,8,26762,1070.48
88,0,0,0,26763,1070.52
89,1,1024,1042,26764,1070.56
90,1,686,56,26765,1070.6
91,0,0,0,26766,1070.64
92,1,1909,420,26767,1070.68
93,1,1219,848,26768,1070.72
94,1,1252,930,26769,1070.76
95,1,1249,934,26770,1070.8
96,1,641,56,26771,1070.84
97,0,0,0,26772,1070.88
98,0,0,0,26773,1070.92
99,1,870,578,26774,1070.96
100,0,0,0,26775,1071.0
101,0,0,0,26776,1071.04
102,1,772,559,26777,1071.08
103,1,521,926,26778,1071.12
104,1,232,4,26779,1071.16
105,0,0,0,26780,1071.2
106,0,0,0,26781,1071.24
107,0,0,0,26782,1071.28
108,1,386,266,26783,1071.32
109,1,461,1072,26784,1071.36
110,1,75,8,26785,1071.4
111,1,386,390,26786,1071.44
112,1,176,881,26787,1071.48
113,0,0,0,26788,1071.52
114,1,180,8,26789,1071.56
115,1,1305,1031,26790,1071.6
116,1,1305,1031,26791,1071.64
117,1,1358,998,26792,1071.68
118,1,1320,1024,26793,1071.72
119,1,1320,1028,26794,1071.76
120,1,1365,998,26795,1071.8
121,1,1328,1031,26796,1071.84
122,1,1328,1031,26797,1071.88
123,1,1372,998,26798,1071.92
124,1,1335,1031,26799,1071.96
125,1,1335,1031,26800,1072.0
126,1,1380,998,26801,1072.04
127,0,0,0,26802,1072.08
128,1,1522,1005,26803,1072.12
129,1,1388,998,26804,1072.16
130,1,1354,911,26805,1072.2
131,1,1354,911,26806,1072.24
132,0,0,0,26807,1072.28
133,0,0,0,26808,1072.32
134,1,1901,690,26809,1072.36
135,1,1358,1028,26810,1072.4
136,0,0,0,26811,1072.44
137,1,116,825,26812,1072.48
138,1,1534,990,26813,1072.52
139,1,1388,998,26814,1072.56
140,1,1388,998,26815,1072.6
141,1,1526,990,26816,1072.64
142,1,1380,1001,26817,1072.68
143,1,1380,998,26818,1072.72
144,1,608,634,26819,1072.76
145,0,0,0,26820,1072.8
146,1,1898,274,26821,1072.84
147,0,0,0,26822,1072.88
148,0,0,0,26823,1072.92
149,0,0,0,26824,1072.96
150,0,0,0,26825,1073.0
151,0,0,0,26826,1073.04
152,1,105,8,26827,1073.08
153,1,82,562,26828,1073.12
154,0,0,0,26829,1073.16
155,0,0,0,26830,1073.2
156,1,1406,1016,26831,1073.24
157,0,0,0,26832,1073.28
158,1,1635,379,26833,1073.32
159,1,1909,709,26834,1073.36
160,0,0,0,26835,1073.4
161,0,0,0,26836,1073.44
162,1,195,469,26837,1073.48
163,0,0,0,26838,1073.52
164,1,236,386,26839,1073.56
165,1,964,461,26840,1073.6
166,1,968,454,26841,1073.64
167,1,971,450,26842,1073.68
168,1,975,450,26843,1073.72
169,1,982,446,26844,1073.76
170,0,0,0,26845,1073.8
171,1,1136,442,26846,1073.84
172,1,1136,439,26847,1073.88
173,1,998,465,26848,1073.92
174,1,1020,442,26849,1073.96
175,1,1028,394,26850,1074.0
176,0,0,0,26851,1074.04
177,1,1061,338,26852,1074.08
178,1,1072,315,26853,1074.12
179,1,1084,296,26854,1074.16
180,1,1095,285,26855,1074.2
181,1,1102,274,26856,1074.24
182,1,1114,266,26857,1074.28
183,1,1125,259,26858,1074.32
184,1,1132,255,26859,1074.36
185,1,1140,255,26860,1074.4
186,1,1148,259,26861,1074.44
187,1,1155,262,26862,1074.48
188,1,1162,270,26863,1074.52
189,1,1170,278,26864,1074.56
190,1,1174,289,26865,1074.6
191,1,1181,300,26866,1074.64
192,1,1185,319,26867,1074.68
193,1,1192,334,26868,1074.72
194,1,1196,356,26869,1074.76
195,1,1204,379,26870,1074.8
196,1,1208,401,26871,1074.84
197,1,1208,424,26872,1074.88
198,1,1215,454,26873,1074.92
199,1,1219,484,26874,1074.96
200,1,1222,510,26875,1075.0
201,1,1226,544,26876,1075.04
202,1,1226,574,26877,1075.08
203,0,0,0,26878,1075.12
204,1,1102,502,26879,1075.16
205,0,0,0,26880,1075.2
206,0,0,0,26881,1075.24
207,0,0,0,26882,1075.28
208,1,971,428,26883,1075.32
209,1,949,420,26884,1075.36
210,1,934,416,26885,1075.4
211,1,919,412,26886,1075.44
212,1,908,416,26887,1075.48
213,1,896,420,26888,1075.52
214,1,885,424,26889,1075.56
215,1,878,428,26890,1075.6
216,1,870,435,26891,1075.64
217,0,0,0,26892,1075.68
218,0,0,0,26893,1075.72
219,1,851,454,26894,1075.76
220,1,866,450,26895,1075.8
221,1,874,442,26896,1075.84
222,1,889,431,26897,1075.88
223,1,896,428,26898,1075.92
224,1,896,428,26899,1075.96
225,1,908,431,26900,1076.0
226,1,915,435,26901,1076.04
227,1,922,442,26902,1076.08
228,1,930,450,26903,1076.12
229,1,938,458,26904,1076.16
230,1,945,469,26905,1076.2
231,1,949,484,26906,1076.24
232,1,956,499,26907,1076.28
233,1,960,514,26908,1076.32
234,1,968,532,26909,1076.36
235,1,971,551,26910,1076.4
236,1,975,574,26911,1076.44
237,0,0,0,26912,1076.48
238,0,0,0,26913,1076.52
239,1,956,532,26914,1076.56
240,0,0,0,26915,1076.6
241,1,979,555,26916,1076.64
242,1,979,536,26917,1076.68
243,1,979,525,26918,1076.72
244,1,971,510,26919,1076.76
245,1,968,502,26920,1076.8
246,1,968,495,26921,1076.84
247,1,968,488,26922,1076.88
248,1,968,488,26923,1076.92
249,0,0,0,26924,1076.96
250,0,0,0,26925,1077.0
251,0,0,0,26926,1077.04
252,1,971,495,26927,1077.08
253,1,971,502,26928,1077.12
254,1,971,514,26929,1077.16
255,1,975,525,26930,1077.2
256,1,975,540,26931,1077.24
257,1,975,555,26932,1077.28
258,1,975,574,26933,1077.32
259,1,975,589,26934,1077.36
260,0,0,0,26935,1077.4
261,1,979,394,26936,1077.44
262,1,982,278,26937,1077.48
263,1,982,188,26938,1077.52
264,1,986,112,26939,1077.56
265,1,986,45,26940,1077.6
266,1,990,8,26941,1077.64
267,0,0,0,26942,1077.68
268,0,0,0,26943,1077.72
269,0,0,0,26944,1077.76
270,0,0,0,26945,1077.8
271,0,0,0,26946,1077.84
272,0,0,0,26947,1077.88
273,0,0,0,26948,1077.92
274,0,0,0,26949,1077.96
275,0,0,0,26950,1078.0
276,1,904,638,26951,1078.04
277,1,904,630,26952,1078.08
278,1,904,630,26953,1078.12
279,0,0,0,26954,1078.16
280,1,832,712,26955,1078.2
281,0,0,0,26956,1078.24
282,1,874,892,26957,1078.28
283,1,881,900,26958,1078.32
284,1,881,911,26959,1078.36
285,1,911,536,26960,1078.4
286,1,915,536,26961,1078.44
287,0,0,0,26962,1078.48
288,0,0,0,26963,1078.52
289,0,0,0,26964,1078.56
290,0,0,0,26965,1078.6
291,0,0,0,26966,1078.64
292,0,0,0,26967,1078.68
293,0,0,0,26968,1078.72
294,0,0,0,26969,1078.76
295,0,0,0,26970,1078.8
296,0,0,0,26971,1078.84
297,0,0,0,26972,1078.88
298,0,0,0,26973,1078.92
299,1,990,4,26974,1078.96
300,1,986,34,26975,1079.0
301,1,986,75,26976,1079.04
302,1,986,112,26977,1079.08
303,1,986,154,26978,1079.12
304,1,982,195,26979,1079.16
305,1,982,236,26980,1079.2
306,1,982,278,26981,1079.24
307,1,982,319,26982,1079.28
308,1,982,360,26983,1079.32
309,1,982,401,26984,1079.36
310,0,0,0,26985,1079.4
311,1,885,465,26986,1079.44
312,1,848,476,26987,1079.48
313,1,829,484,26988,1079.52
314,1,810,491,26989,1079.56
315,1,799,502,26990,1079.6
316,1,788,514,26991,1079.64
317,1,780,518,26992,1079.68
318,1,772,529,26993,1079.72
319,1,769,540,26994,1079.76
320,1,765,548,26995,1079.8
321,1,758,559,26996,1079.84
322,1,754,562,26997,1079.88
323,1,742,540,26998,1079.92
324,1,742,514,26999,1079.96
325,1,735,499,27000,1080.0
326,1,735,484,27001,1080.04
327,1,731,472,27002,1080.08
328,1,724,465,27003,1080.12
329,1,724,458,27004,1080.16
330,1,720,450,27005,1080.2
331,1,716,450,27006,1080.24
332,1,712,450,27007,1080.28
333,1,709,454,27008,1080.32
334,1,709,454,27009,1080.36
335,1,701,458,27010,1080.4
336,1,701,465,27011,1080.44
337,1,698,476,27012,1080.48
338,1,694,488,27013,1080.52
339,1,694,499,27014,1080.56
340,1,690,514,27015,1080.6
341,1,686,529,27016,1080.64
342,1,686,548,27017,1080.68
343,1,682,566,27018,1080.72
344,0,0,0,27019,1080.76
345,1,889,491,27020,1080.8
346,1,896,491,27021,1080.84
347,1,904,499,27022,1080.88
348,1,900,401,27023,1080.92
349,1,926,386,27024,1080.96
350,1,949,371,27025,1081.0
351,1,971,364,27026,1081.04
352,1,990,356,27027,1081.08
353,0,0,0,27028,1081.12
354,1,1028,349,27029,1081.16
355,1,1042,349,27030,1081.2
356,1,1054,352,27031,1081.24
357,0,0,0,27032,1081.28
358,1,1072,338,27033,1081.32
359,0,0,0,27034,1081.36
360,1,1065,334,27035,1081.4
361,1,1065,334,27036,1081.44
362,1,1061,334,27037,1081.48
363,1,1058,341,27038,1081.52
364,1,1058,345,27039,1081.56
365,1,1058,352,27040,1081.6
366,1,1054,360,27041,1081.64
367,1,1050,375,27042,1081.68
368,1,1050,386,27043,1081.72
369,1,1050,401,27044,1081.76
370,1,1046,416,27045,1081.8
371,1,1050,431,27046,1081.84
372,1,1046,458,27047,1081.88
373,1,1042,472,27048,1081.92
374,1,1042,495,27049,1081.96
375,1,1042,518,27050,1082.0
376,1,1042,540,27051,1082.04
377,0,0,0,27052,1082.08
378,0,0,0,27053,1082.12
379,1,949,491,27054,1082.16
380,1,922,469,27055,1082.2
381,1,900,454,27056,1082.24
382,1,889,450,27057,1082.28
383,1,874,442,27058,1082.32
384,0,0,0,27059,1082.36
385,1,851,435,27060,1082.4
386,1,840,439,27061,1082.44
387,1,825,439,27062,1082.48
388,1,814,431,27063,1082.52
389,1,791,431,27064,1082.56
390,1,776,435,27065,1082.6
391,1,761,439,27066,1082.64
392,1,750,442,27067,1082.68
393,1,739,450,27068,1082.72
394,1,728,461,27069,1082.76
395,1,720,469,27070,1082.8
396,1,712,480,27071,1082.84
397,1,701,495,27072,1082.88
398,1,698,506,27073,1082.92
399,1,690,521,27074,1082.96
400,1,709,495,27075,1083.0
401,1,720,480,27076,1083.04
402,1,731,461,27077,1083.08
403,1,742,454,27078,1083.12
404,1,750,450,27079,1083.16
405,1,754,446,27080,1083.2
406,1,761,446,27081,1083.24
407,1,765,450,27082,1083.28
408,1,769,450,27083,1083.32
409,1,769,454,27084,1083.36
410,1,761,450,27085,1083.4
411,1,754,428,27086,1083.44
412,1,750,416,27087,1083.48
413,1,742,409,27088,1083.52
414,1,739,405,27089,1083.56
415,1,735,401,27090,1083.6
416,1,731,401,27091,1083.64
417,1,728,405,27092,1083.68
418,1,724,405,27093,1083.72
419,1,716,409,27094,1083.76
420,1,716,416,27095,1083.8
421,1,712,428,27096,1083.84
422,1,709,435,27097,1083.88
423,1,705,446,27098,1083.92
424,1,701,465,27099,1083.96
425,1,701,476,27100,1084.0
426,1,698,495,27101,1084.04
427,1,694,518,27102,1084.08
428,1,694,532,27103,1084.12
429,1,690,555,27104,1084.16
430,1,690,578,27105,1084.2
431,1,686,600,27106,1084.24
432,1,686,626,27107,1084.28
433,1,686,652,27108,1084.32
434,1,866,518,27109,1084.36
435,0,0,0,27110,1084.4
436,1,780,589,27111,1084.44
437,1,806,559,27112,1084.48
438,1,840,536,27113,1084.52
439,1,870,521,27114,1084.56
440,0,0,0,27115,1084.6
441,1,926,495,27116,1084.64
442,1,949,484,27117,1084.68
443,1,964,480,27118,1084.72
444,1,994,472,27119,1084.76
445,1,1012,472,27120,1084.8
446,1,1031,472,27121,1084.84
447,1,1054,476,27122,1084.88
448,1,1069,480,27123,1084.92
449,1,1088,488,27124,1084.96
450,1,1102,495,27125,1085.0
451,1,1118,502,27126,1085.04
452,1,1132,514,27127,1085.08
453,1,1148,529,27128,1085.12
454,1,1162,540,27129,1085.16
455,1,1174,555,27130,1085.2
456,1,1185,574,27131,1085.24
457,1,1196,589,27132,1085.28
458,1,1208,611,27133,1085.32
459,0,0,0,27134,1085.36
460,1,1174,499,27135,1085.4
461,1,1136,401,27136,1085.44
462,1,1114,341,27137,1085.48
463,1,1091,285,27138,1085.52
464,1,1072,240,27139,1085.56
465,1,1054,195,27140,1085.6
466,1,1039,161,27141,1085.64
467,1,1024,131,27142,1085.68
468,1,1009,101,27143,1085.72
469,1,998,79,27144,1085.76
470,1,982,60,27145,1085.8
471,1,971,41,27146,1085.84
472,1,960,30,27147,1085.88
473,1,945,15,27148,1085.92
474,1,934,8,27149,1085.96
475,1,926,8,27150,1086.0
476,1,915,4,27151,1086.04
477,1,900,4,27152,1086.08
478,1,892,8,27153,1086.12
479,1,878,8,27154,1086.16
480,1,866,15,27155,1086.2
481,1,855,26,27156,1086.24
482,1,844,38,27157,1086.28
483,1,836,56,27158,1086.32
484,1,825,71,27159,1086.36
485,1,818,94,27160,1086.4
486,1,806,116,27161,1086.44
487,1,799,139,27162,1086.48
488,1,791,165,27163,1086.52
489,1,784,195,27164,1086.56
490,1,776,225,27165,1086.6
491,1,769,255,27166,1086.64
492,1,761,289,27167,1086.68
493,1,758,322,27168,1086.72
494,1,750,356,27169,1086.76
495,1,746,394,27170,1086.8
496,1,739,428,27171,1086.84
497,1,735,461,27172,1086.88
498,0,0,0,27173,1086.92
499,1,585,900,27174,1086.96
500,1,578,915,27175,1087.0
501,0,0,0,27176,1087.04
502,0,0,0,27177,1087.08
503,1,1005,465,27178,1087.12
504,1,1031,469,27179,1087.16
505,1,1050,472,27180,1087.2
506,1,1069,484,27181,1087.24
507,1,1084,495,27182,1087.28
508,1,1099,502,27183,1087.32
509,1,1110,518,27184,1087.36
510,1,1125,529,27185,1087.4
511,1,1136,544,27186,1087.44
512,1,1144,559,27187,1087.48
513,1,1155,570,27188,1087.52
514,1,1162,585,27189,1087.56
515,1,1174,604,27190,1087.6
516,0,0,0,27191,1087.64
517,0,0,0,27192,1087.68
518,0,0,0,27193,1087.72
519,1,1200,555,27194,1087.76
520,1,1204,532,27195,1087.8
521,1,1208,510,27196,1087.84
522,1,1208,499,27197,1087.88
523,1,1208,491,27198,1087.92
524,1,1211,480,27199,1087.96
525,1,1215,472,27200,1088.0
526,1,1219,469,27201,1088.04
527,1,1219,465,27202,1088.08
528,1,1226,465,27203,1088.12
529,1,1226,465,27204,1088.16
530,1,1230,469,27205,1088.2
531,1,1234,472,27206,1088.24
532,1,1234,480,27207,1088.28
533,1,1234,491,27208,1088.32
