Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,0,0,0,17175,687.0
1,0,0,0,17176,687.04
2,1,1736,1069,17177,687.08
3,1,1725.333,1010.833,17178,687.12
4,1,1714.667,952.667,17179,687.16
5,1,1704.0,894.5,17180,687.2
6,1,1693.333,836.333,17181,687.24
7,1,1682.667,778.167,17182,687.28
8,1,1672,720,17183,687.32
9,1,1601.0,708.75,17184,687.36
10,1,1530.0,697.5,17185,687.4
11,1,1459.0,686.25,17186,687.44
12,1,1388,675,17187,687.48
13,0,0,0,17188,687.52
14,0,0,0,17189,687.56
15,0,0,0,17190,687.6
16,0,0,0,17191,687.64
17,0,0,0,17192,687.68
18,0,0,0,17193,687.72
19,0,0,0,17194,687.76
20,0,0,0,17195,687.8
21,1,1620,675,17196,687.84
22,0,0,0,17197,687.88
23,0,0,0,17198,687.92
24,0,0,0,17199,687.96
25,0,0,0,17200,688.0
26,0,0,0,17201,688.04
27,0,0,0,17202,688.08
28,0,0,0,17203,688.12
29,0,0,0,17204,688.16
30,0,0,0,17205,688.2
31,0,0,0,17206,688.24
32,0,0,0,17207,688.28
33,0,0,0,17208,688.32
34,0,0,0,17209,688.36
35,0,0,0,17210,688.4
36,0,0,0,17211,688.44
37,0,0,0,17212,688.48
38,0,0,0,17213,688.52
39,1,922,562,17214,688.56
40,1,924.667,552.0,17215,688.6
41,1,927.333,542.0,17216,688.64
42,1,930.0,532.0,17217,688.68
43,1,932.667,522.0,17218,688.72
44,1,935.333,512.0,17219,688.76
45,1,938,502,17220,688.8
46,1,930,499,17221,688.84
47,1,930,499,17222,688.88
48,1,930,506,17223,688.92
49,1,930,502,17224,688.96
50,1,930,502,17225,689.0
51,0,0,0,17226,689.04
52,0,0,0,17227,689.08
53,0,0,0,17228,689.12
54,0,0,0,17229,689.16
55,0,0,0,17230,689.2
56,0,0,0,17231,689.24
57,0,0,0,17232,689.28
58,0,0,0,17233,689.32
59,0,0,0,17234,689.36
60,1,926,495,17235,689.4
61,1,922,502,17236,689.44
62,1,922,502,17237,689.48
63,1,922,502,17238,689.52
64,1,926,499,17239,689.56
65,1,926,495,17240,689.6
66,1,930,495,17241,689.64
67,1,934,491,17242,689.68
68,1,934,488,17243,689.72
69,1,949.0,491.667,17244,689.76
70,1,964.0,495.333,17245,689.8
71,1,979,499,17246,689.84
72,1,975,488,17247,689.88
73,1,971,476,17248,689.92
74,1,968,465,17249,689.96
75,1,960,465,17250,690.0
76,1,956,465,17251,690.04
77,1,952,465,17252,690.08
78,1,926,491,17253,690.12
79,1,930,495,17254,690.16
80,1,934,499,17255,690.2
81,1,934,488,17256,690.24
82,1,930,502,17257,690.28
83,1,926,510,17258,690.32
84,1,922,525,17259,690.36
85,1,919,540,17260,690.4
86,1,915,555,17261,690.44
87,1,911,574,17262,690.48
88,1,911,596,17263,690.52
89,1,911,608,17264,690.56
90,1,928.0,581.5,17265,690.6
91,1,945.0,555.0,17266,690.64
92,1,962.0,528.5,17267,690.68
93,1,979,502,17268,690.72
94,1,994,491,17269,690.76
95,1,1005,476,17270,690.8
96,1,1012,461,17271,690.84
97,1,1031,450,17272,690.88
98,1,1044.5,446.0,17273,690.92
99,1,1058,442,17274,690.96
100,1,1069,439,17275,691.0
101,1,1080,442,17276,691.04
102,1,1091,442,17277,691.08
103,1,1102,446,17278,691.12
104,1,1110,454,17279,691.16
105,1,1121,461,17280,691.2
106,1,1132,472,17281,691.24
107,1,1140,484,17282,691.28
108,1,1151,499,17283,691.32
109,1,1159,514,17284,691.36
110,1,1170,525,17285,691.4
111,1,1159,518,17286,691.44
112,1,1132,454,17287,691.48
113,1,1091,390,17288,691.52
114,1,1068.5,352.5,17289,691.56
115,1,1046,315,17290,691.6
116,1,1024,278,17291,691.64
117,1,1001,251,17292,691.68
118,1,982,225,17293,691.72
119,1,964,206,17294,691.76
120,1,949,191,17295,691.8
121,1,934,176,17296,691.84
122,1,915,165,17297,691.88
123,1,900,158,17298,691.92
124,1,885,154,17299,691.96
125,1,870,154,17300,692.0
126,1,855,150,17301,692.04
127,1,844,154,17302,692.08
128,1,829,161,17303,692.12
129,1,818,169,17304,692.16
130,1,802,180,17305,692.2
131,1,788,191,17306,692.24
132,1,776,210,17307,692.28
