video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
42,49,1,3,46743,1558.100000,,,phase02_ground_truth_label
42,49,2,57,46797,1559.900000,,,phase02_ground_truth_label
42,49,3,73,46813,1560.433333,,,phase02_ground_truth_label
42,49,4,103,46843,1561.433333,,,phase02_ground_truth_label
42,49,5,131,46871,1562.366667,,,phase02_ground_truth_label
42,49,6,174,46914,1563.800000,,,phase02_ground_truth_label
42,49,7,203,46943,1564.766667,,,phase02_ground_truth_label
42,49,8,242,46982,1566.066667,,,phase02_ground_truth_label
42,49,9,269,47009,1566.966667,,,phase02_ground_truth_label
42,49,10,295,47035,1567.833333,,,phase02_ground_truth_label
42,49,11,325,47065,1568.833333,,,phase02_ground_truth_label
42,49,12,353,47093,1569.766667,,,phase02_ground_truth_label
