video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
42,28,1,23,29123,970.766667,,,phase02_ground_truth_label
42,28,2,58,29158,971.933333,,,phase02_ground_truth_label
42,28,3,87,29187,972.900000,,,phase02_ground_truth_label
42,28,4,108,29208,973.600000,,,phase02_ground_truth_label
42,28,5,143,29243,974.766667,,,phase02_ground_truth_label
42,28,6,169,29269,975.633333,,,phase02_ground_truth_label
42,28,7,194,29294,976.466667,,,phase02_ground_truth_label
42,28,8,217,29317,977.233333,,,phase02_ground_truth_label
42,28,9,248,29348,978.266667,,,phase02_ground_truth_label
42,28,10,283,29383,979.433333,,,phase02_ground_truth_label
42,28,11,319,29419,980.633333,,,phase02_ground_truth_label
42,28,12,346,29446,981.533333,,,phase02_ground_truth_label
42,28,13,362,29462,982.066667,,,phase02_ground_truth_label
