video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
42,10,1,161,16091,536.366667,,,phase02_ground_truth_label
42,10,2,228,16158,538.600000,,,phase02_ground_truth_label
42,10,3,253,16183,539.433333,,,phase02_ground_truth_label
42,10,4,272,16202,540.066667,,,phase02_ground_truth_label
42,10,5,301,16231,541.033333,,,phase02_ground_truth_label
42,10,6,335,16265,542.166667,,,phase02_ground_truth_label
42,10,7,373,16303,543.433333,,,phase02_ground_truth_label
42,10,8,398,16328,544.266667,,,phase02_ground_truth_label
42,10,9,426,16356,545.200000,,,phase02_ground_truth_label
42,10,10,453,16383,546.100000,,,phase02_ground_truth_label
42,10,11,472,16402,546.733333,,,phase02_ground_truth_label
42,10,12,503,16433,547.766667,,,phase02_ground_truth_label
42,10,13,536,16466,548.866667,,,phase02_ground_truth_label
42,10,14,562,16492,549.733333,,,phase02_ground_truth_label
42,10,15,601,16531,551.033333,,,phase02_ground_truth_label
42,10,16,629,16559,551.966667,,,phase02_ground_truth_label
42,10,17,665,16595,553.166667,,,phase02_ground_truth_label
42,10,18,689,16619,553.966667,,,phase02_ground_truth_label
42,10,19,720,16650,555.000000,,,phase02_ground_truth_label
42,10,20,766,16696,556.533333,,,phase02_ground_truth_label
