video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
42,61,1,119,62249,2074.966667,,,phase02_ground_truth_label
42,61,2,175,62305,2076.833333,,,phase02_ground_truth_label
42,61,3,199,62329,2077.633333,,,phase02_ground_truth_label
42,61,4,226,62356,2078.533333,,,phase02_ground_truth_label
42,61,5,272,62402,2080.066667,,,phase02_ground_truth_label
42,61,6,298,62428,2080.933333,,,phase02_ground_truth_label
42,61,7,318,62448,2081.600000,,,phase02_ground_truth_label
42,61,8,344,62474,2082.466667,,,phase02_ground_truth_label
42,61,9,355,62485,2082.833333,,,phase02_ground_truth_label
42,61,10,366,62496,2083.200000,,,phase02_ground_truth_label
42,61,11,389,62519,2083.966667,,,phase02_ground_truth_label
42,61,12,415,62545,2084.833333,,,phase02_ground_truth_label
