video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
42,18,1,28,22678,755.933333,,,phase02_ground_truth_label
42,18,2,52,22702,756.733333,,,phase02_ground_truth_label
42,18,3,80,22730,757.666667,,,phase02_ground_truth_label
42,18,4,112,22762,758.733333,,,phase02_ground_truth_label
42,18,5,139,22789,759.633333,,,phase02_ground_truth_label
42,18,6,162,22812,760.400000,,,phase02_ground_truth_label
42,18,7,186,22836,761.200000,,,phase02_ground_truth_label
42,18,8,217,22867,762.233333,,,phase02_ground_truth_label
42,18,9,252,22902,763.400000,,,phase02_ground_truth_label
42,18,10,282,22932,764.400000,,,phase02_ground_truth_label
42,18,11,313,22963,765.433333,,,phase02_ground_truth_label
42,18,12,343,22993,766.433333,,,phase02_ground_truth_label
42,18,13,369,23019,767.300000,,,phase02_ground_truth_label
42,18,14,396,23046,768.200000,,,phase02_ground_truth_label
42,18,15,434,23084,769.466667,,,phase02_ground_truth_label
