video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
42,76,1,214,78694,2623.133333,,,phase02_ground_truth_label
42,76,2,234,78714,2623.800000,,,phase02_ground_truth_label
42,76,3,260,78740,2624.666667,,,phase02_ground_truth_label
42,76,4,275,78755,2625.166667,,,phase02_ground_truth_label
42,76,5,308,78788,2626.266667,,,phase02_ground_truth_label
42,76,6,336,78816,2627.200000,,,phase02_ground_truth_label
42,76,7,347,78827,2627.566667,,,phase02_ground_truth_label
42,76,8,377,78857,2628.566667,,,phase02_ground_truth_label
42,76,9,396,78876,2629.200000,,,phase02_ground_truth_label
42,76,10,406,78886,2629.533333,,,phase02_ground_truth_label
