video_id,match_id,rally_interval_id,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,sample_count,accepted,reject_reason
07,7,1,14150,15025,566.0,601.0,35.0,35,True,
07,7,2,15375,15500,615.0,620.0,5.0,5,True,
07,7,3,15800,16375,632.0,655.0,23.0,23,True,
07,7,4,16675,17100,667.0,684.0,17.0,17,True,
07,7,5,17650,17925,706.0,717.0,11.0,11,True,
07,7,6,18300,18800,732.0,752.0,20.0,20,True,
07,7,7,19350,19825,774.0,793.0,19.0,19,True,
07,7,8,20150,20450,806.0,818.0,12.0,12,True,
07,7,9,20575,20925,823.0,837.0,14.0,14,True,
07,7,10,21250,21475,850.0,859.0,9.0,9,True,
07,7,11,21800,22675,872.0,907.0,35.0,35,True,
07,7,12,23150,23250,926.0,930.0,4.0,4,True,
07,7,13,23575,24525,943.0,981.0,38.0,38,True,
07,7,14,25500,26825,1020.0,1073.0,53.0,53,True,
07,7,15,27300,27925,1092.0,1117.0,25.0,25,True,
07,7,16,28625,28925,1145.0,1157.0,12.0,12,True,
07,7,17,29400,29600,1176.0,1184.0,8.0,8,True,
07,7,18,29875,30125,1195.0,1205.0,10.0,10,True,
07,7,19,31100,31900,1244.0,1276.0,32.0,32,True,
07,7,20,32475,33050,1299.0,1322.0,23.0,23,True,
07,7,21,33375,34400,1335.0,1376.0,41.0,41,True,
07,7,22,36275,36975,1451.0,1479.0,28.0,28,True,
07,7,23,37425,37500,1497.0,1500.0,3.0,3,True,
07,7,24,37675,37775,1507.0,1511.0,4.0,4,True,
07,7,25,38050,38550,1522.0,1542.0,20.0,20,True,
07,7,26,38975,39225,1559.0,1569.0,10.0,10,True,
07,7,27,39750,40250,1590.0,1610.0,20.0,20,True,
07,7,28,40625,40925,1625.0,1637.0,12.0,12,True,
07,7,29,41350,41750,1654.0,1670.0,16.0,16,True,
07,7,30,42075,42350,1683.0,1694.0,11.0,11,True,
07,7,31,45825,46050,1833.0,1842.0,9.0,9,True,
07,7,32,46650,46825,1866.0,1873.0,7.0,7,True,
07,7,33,47000,47325,1880.0,1893.0,13.0,13,True,
07,7,34,47625,48100,1905.0,1924.0,19.0,19,True,
07,7,35,48575,49775,1943.0,1991.0,48.0,48,True,
07,7,36,50950,51275,2038.0,2051.0,13.0,13,True,
07,7,37,51600,52300,2064.0,2092.0,28.0,28,True,
07,7,38,52775,53025,2111.0,2121.0,10.0,10,True,
07,7,39,53425,54000,2137.0,2160.0,23.0,23,True,
07,7,40,54450,55425,2178.0,2217.0,39.0,39,True,
07,7,41,56500,56525,2260.0,2261.0,1.0,1,False,too_short
07,7,42,56825,57800,2273.0,2312.0,39.0,39,True,
07,7,43,61225,61900,2449.0,2476.0,27.0,27,True,
07,7,44,62200,62400,2488.0,2496.0,8.0,8,True,
07,7,45,62850,63400,2514.0,2536.0,22.0,22,True,
07,7,46,63750,64150,2550.0,2566.0,16.0,16,True,
07,7,47,64525,64975,2581.0,2599.0,18.0,18,True,
07,7,48,65525,65775,2621.0,2631.0,10.0,10,True,
07,7,49,66725,66925,2669.0,2677.0,8.0,8,True,
07,7,50,67925,68300,2717.0,2732.0,15.0,15,True,
07,7,51,68525,68600,2741.0,2744.0,3.0,3,True,
07,7,52,68700,68800,2748.0,2752.0,4.0,4,True,
07,7,53,69625,70125,2785.0,2805.0,20.0,20,True,
07,7,54,70400,70825,2816.0,2833.0,17.0,17,True,
07,7,55,71325,71700,2853.0,2868.0,15.0,15,True,
07,7,56,72100,72650,2884.0,2906.0,22.0,22,True,
07,7,57,73275,73500,2931.0,2940.0,9.0,9,True,
07,7,58,73750,74700,2950.0,2988.0,38.0,38,True,
07,7,59,75850,76250,3034.0,3050.0,16.0,16,True,
07,7,60,76700,77050,3068.0,3082.0,14.0,14,True,
07,7,61,78125,78875,3125.0,3155.0,30.0,30,True,
07,7,62,79525,80125,3181.0,3205.0,24.0,24,True,
07,7,63,81825,82150,3273.0,3286.0,13.0,13,True,
07,7,64,82700,82900,3308.0,3316.0,8.0,8,True,
07,7,65,83350,83550,3334.0,3342.0,8.0,8,True,
07,7,66,83950,84150,3358.0,3366.0,8.0,8,True,
07,7,67,84550,84750,3382.0,3390.0,8.0,8,True,
07,7,68,85025,85450,3401.0,3418.0,17.0,17,True,
07,7,69,86475,87400,3459.0,3496.0,37.0,37,True,
07,7,70,88225,88400,3529.0,3536.0,7.0,7,True,
07,7,71,88850,89475,3554.0,3579.0,25.0,25,True,
07,7,72,89875,90125,3595.0,3605.0,10.0,10,True,
07,7,73,90650,91200,3626.0,3648.0,22.0,22,True,
07,7,74,91525,91725,3661.0,3669.0,8.0,8,True,
07,7,75,92325,92550,3693.0,3702.0,9.0,9,True,
07,7,76,93000,93175,3720.0,3727.0,7.0,7,True,
07,7,77,93450,94000,3738.0,3760.0,22.0,22,True,
07,7,78,94425,94600,3777.0,3784.0,7.0,7,True,
