video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
43,36,1,63,43353,1445.100000,,,phase02_ground_truth_label
43,36,2,88,43378,1445.933333,,,phase02_ground_truth_label
43,36,3,108,43398,1446.600000,,,phase02_ground_truth_label
43,36,4,138,43428,1447.600000,,,phase02_ground_truth_label
43,36,5,155,43445,1448.166667,,,phase02_ground_truth_label
43,36,6,177,43467,1448.900000,,,phase02_ground_truth_label
43,36,7,192,43482,1449.400000,,,phase02_ground_truth_label
43,36,8,210,43500,1450.000000,,,phase02_ground_truth_label
43,36,9,231,43521,1450.700000,,,phase02_ground_truth_label
43,36,10,264,43554,1451.800000,,,phase02_ground_truth_label
43,36,11,278,43568,1452.266667,,,phase02_ground_truth_label
43,36,12,300,43590,1453.000000,,,phase02_ground_truth_label
43,36,13,312,43602,1453.400000,,,phase02_ground_truth_label
43,36,14,327,43617,1453.900000,,,phase02_ground_truth_label
43,36,15,338,43628,1454.266667,,,phase02_ground_truth_label
43,36,16,372,43662,1455.400000,,,phase02_ground_truth_label
43,36,17,391,43681,1456.033333,,,phase02_ground_truth_label
43,36,18,418,43708,1456.933333,,,phase02_ground_truth_label
43,36,19,448,43738,1457.933333,,,phase02_ground_truth_label
43,36,20,469,43759,1458.633333,,,phase02_ground_truth_label
43,36,21,498,43788,1459.600000,,,phase02_ground_truth_label
43,36,22,523,43813,1460.433333,,,phase02_ground_truth_label
43,36,23,548,43838,1461.266667,,,phase02_ground_truth_label
43,36,24,573,43863,1462.100000,,,phase02_ground_truth_label
43,36,25,600,43890,1463.000000,,,phase02_ground_truth_label
43,36,26,638,43928,1464.266667,,,phase02_ground_truth_label
43,36,27,655,43945,1464.833333,,,phase02_ground_truth_label
43,36,28,681,43971,1465.700000,,,phase02_ground_truth_label
43,36,29,712,44002,1466.733333,,,phase02_ground_truth_label
