video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
43,87,1,188,89348,2978.266667,,,phase02_ground_truth_label
43,87,2,211,89371,2979.033333,,,phase02_ground_truth_label
43,87,3,240,89400,2980.000000,,,phase02_ground_truth_label
43,87,4,266,89426,2980.866667,,,phase02_ground_truth_label
43,87,5,290,89450,2981.666667,,,phase02_ground_truth_label
43,87,6,313,89473,2982.433333,,,phase02_ground_truth_label
43,87,7,335,89495,2983.166667,,,phase02_ground_truth_label
43,87,8,361,89521,2984.033333,,,phase02_ground_truth_label
43,87,9,416,89576,2985.866667,,,phase02_ground_truth_label
43,87,10,441,89601,2986.700000,,,phase02_ground_truth_label
