video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
43,80,1,14,82814,2760.466667,,,phase02_ground_truth_label
43,80,2,28,82828,2760.933333,,,phase02_ground_truth_label
43,80,3,40,82840,2761.333333,,,phase02_ground_truth_label
43,80,4,53,82853,2761.766667,,,phase02_ground_truth_label
43,80,5,78,82878,2762.600000,,,phase02_ground_truth_label
43,80,6,105,82905,2763.500000,,,phase02_ground_truth_label
43,80,7,118,82918,2763.933333,,,phase02_ground_truth_label
43,80,8,144,82944,2764.800000,,,phase02_ground_truth_label
43,80,9,176,82976,2765.866667,,,phase02_ground_truth_label
43,80,10,198,82998,2766.600000,,,phase02_ground_truth_label
43,80,11,236,83036,2767.866667,,,phase02_ground_truth_label
43,80,12,263,83063,2768.766667,,,phase02_ground_truth_label
43,80,13,316,83116,2770.533333,,,phase02_ground_truth_label
43,80,14,332,83132,2771.066667,,,phase02_ground_truth_label
43,80,15,355,83155,2771.833333,,,phase02_ground_truth_label
43,80,16,384,83184,2772.800000,,,phase02_ground_truth_label
43,80,17,411,83211,2773.700000,,,phase02_ground_truth_label
43,80,18,446,83246,2774.866667,,,phase02_ground_truth_label
43,80,19,481,83281,2776.033333,,,phase02_ground_truth_label
43,80,20,513,83313,2777.100000,,,phase02_ground_truth_label
43,80,21,541,83341,2778.033333,,,phase02_ground_truth_label
43,80,22,585,83385,2779.500000,,,phase02_ground_truth_label
43,80,23,606,83406,2780.200000,,,phase02_ground_truth_label
43,80,24,639,83439,2781.300000,,,phase02_ground_truth_label
43,80,25,688,83488,2782.933333,,,phase02_ground_truth_label
43,80,26,716,83516,2783.866667,,,phase02_ground_truth_label
43,80,27,756,83556,2785.200000,,,phase02_ground_truth_label
43,80,28,792,83592,2786.400000,,,phase02_ground_truth_label
43,80,29,819,83619,2787.300000,,,phase02_ground_truth_label
43,80,30,860,83660,2788.666667,,,phase02_ground_truth_label
