video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
43,31,1,48,38808,1293.600000,,,phase02_ground_truth_label
43,31,2,72,38832,1294.400000,,,phase02_ground_truth_label
43,31,3,101,38861,1295.366667,,,phase02_ground_truth_label
43,31,4,136,38896,1296.533333,,,phase02_ground_truth_label
43,31,5,152,38912,1297.066667,,,phase02_ground_truth_label
43,31,6,177,38937,1297.900000,,,phase02_ground_truth_label
43,31,7,192,38952,1298.400000,,,phase02_ground_truth_label
43,31,8,203,38963,1298.766667,,,phase02_ground_truth_label
43,31,9,215,38975,1299.166667,,,phase02_ground_truth_label
43,31,10,225,38985,1299.500000,,,phase02_ground_truth_label
43,31,11,247,39007,1300.233333,,,phase02_ground_truth_label
