video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
43,48,1,127,58087,1936.233333,,,phase02_ground_truth_label
43,48,2,146,58106,1936.866667,,,phase02_ground_truth_label
43,48,3,171,58131,1937.700000,,,phase02_ground_truth_label
43,48,4,211,58171,1939.033333,,,phase02_ground_truth_label
43,48,5,237,58197,1939.900000,,,phase02_ground_truth_label
43,48,6,269,58229,1940.966667,,,phase02_ground_truth_label
43,48,7,283,58243,1941.433333,,,phase02_ground_truth_label
43,48,8,301,58261,1942.033333,,,phase02_ground_truth_label
43,48,9,326,58286,1942.866667,,,phase02_ground_truth_label
43,48,10,362,58322,1944.066667,,,phase02_ground_truth_label
43,48,11,391,58351,1945.033333,,,phase02_ground_truth_label
43,48,12,407,58367,1945.566667,,,phase02_ground_truth_label
43,48,13,434,58394,1946.466667,,,phase02_ground_truth_label
