video_id,rally_id,event_rank,clip_id,feature_source,window_strategy,player_order,event_frame_original,prev_event_frame_original,next_event_frame_original,event_offset_frames,window_start_original,window_end_original,frame_count,joints_shape,pos_shape,shuttle_shape,joints_npy,pos_npy,shuttle_npy,validity_npz,source_video,worker_device
41,1,2,41_1_1_2,yolo26x_tracked,bst-compatible,"Top,Bottom",9754,9731,9787,23,9731,9793,63,63x2x17x2,63x2x2,63x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_2_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_2_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_2_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_2_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
41,1,4,41_1_1_4,yolo26x_tracked,bst-compatible,"Top,Bottom",9817,9787,9851,30,9787,9857,71,71x2x17x2,71x2x2,71x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_4_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_4_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
41,1,6,41_1_1_6,yolo26x_tracked,bst-compatible,"Top,Bottom",9894,9851,9916,43,9851,9922,72,72x2x17x2,72x2x2,72x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_6_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_6_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
41,1,8,41_1_1_8,yolo26x_tracked,bst-compatible,"Top,Bottom",9951,9916,9975,35,9916,9981,66,66x2x17x2,66x2x2,66x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_8_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_8_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
41,1,10,41_1_1_10,yolo26x_tracked,bst-compatible,"Top,Bottom",10004,9975,10048,29,9975,10054,80,80x2x17x2,80x2x2,80x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_10_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_10_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_10_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_10_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
41,1,12,41_1_1_12,yolo26x_tracked,bst-compatible,"Top,Bottom",10083,10048,10109,35,10048,10115,68,68x2x17x2,68x2x2,68x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_12_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_12_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_12_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_1_12_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
41,2,1,41_1_2_1,yolo26x_tracked,bst-compatible,"Top,Bottom",10551,,10578,15,10536,10584,49,49x2x17x2,49x2x2,49x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_1_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_1_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_1_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_1_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
41,2,3,41_1_2_3,yolo26x_tracked,bst-compatible,"Top,Bottom",10608,10578,10648,30,10578,10654,77,77x2x17x2,77x2x2,77x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_3_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_3_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
41,2,5,41_1_2_5,yolo26x_tracked,bst-compatible,"Top,Bottom",10681,10648,,33,10648,10695,48,48x2x17x2,48x2x2,48x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_5_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_2_5_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
41,3,2,41_1_3_2,yolo26x_tracked,bst-compatible,"Top,Bottom",11029,10999,,30,10999,11043,45,45x2x17x2,45x2x2,45x2,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_3_2_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_3_2_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_3_2_shuttle.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_3_2_validity.npz,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,1
