video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
44,19,1,221,30371,1012.366667,,,phase02_ground_truth_label
44,19,2,265,30415,1013.833333,,,phase02_ground_truth_label
44,19,3,288,30438,1014.600000,,,phase02_ground_truth_label
44,19,4,333,30483,1016.100000,,,phase02_ground_truth_label
44,19,5,354,30504,1016.800000,,,phase02_ground_truth_label
44,19,6,380,30530,1017.666667,,,phase02_ground_truth_label
44,19,7,410,30560,1018.666667,,,phase02_ground_truth_label
44,19,8,441,30591,1019.700000,,,phase02_ground_truth_label
44,19,9,476,30626,1020.866667,,,phase02_ground_truth_label
44,19,10,492,30642,1021.400000,,,phase02_ground_truth_label
44,19,11,520,30670,1022.333333,,,phase02_ground_truth_label
44,19,12,552,30702,1023.400000,,,phase02_ground_truth_label
44,19,13,588,30738,1024.600000,,,phase02_ground_truth_label
44,19,14,609,30759,1025.300000,,,phase02_ground_truth_label
44,19,15,636,30786,1026.200000,,,phase02_ground_truth_label
44,19,16,677,30827,1027.566667,,,phase02_ground_truth_label
44,19,17,700,30850,1028.333333,,,phase02_ground_truth_label
44,19,18,726,30876,1029.200000,,,phase02_ground_truth_label
44,19,19,755,30905,1030.166667,,,phase02_ground_truth_label
44,19,20,789,30939,1031.300000,,,phase02_ground_truth_label
44,19,21,821,30971,1032.366667,,,phase02_ground_truth_label
44,19,22,834,30984,1032.800000,,,phase02_ground_truth_label
