video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
44,99,1,142,116302,3876.733333,,,phase02_ground_truth_label
44,99,2,171,116331,3877.700000,,,phase02_ground_truth_label
44,99,3,186,116346,3878.200000,,,phase02_ground_truth_label
44,99,4,216,116376,3879.200000,,,phase02_ground_truth_label
44,99,5,249,116409,3880.300000,,,phase02_ground_truth_label
44,99,6,264,116424,3880.800000,,,phase02_ground_truth_label
44,99,7,297,116457,3881.900000,,,phase02_ground_truth_label
44,99,8,342,116502,3883.400000,,,phase02_ground_truth_label
44,99,9,356,116516,3883.866667,,,phase02_ground_truth_label
44,99,10,381,116541,3884.700000,,,phase02_ground_truth_label
44,99,11,398,116558,3885.266667,,,phase02_ground_truth_label
44,99,12,410,116570,3885.666667,,,phase02_ground_truth_label
44,99,13,432,116592,3886.400000,,,phase02_ground_truth_label
44,99,14,463,116623,3887.433333,,,phase02_ground_truth_label
44,99,15,504,116664,3888.800000,,,phase02_ground_truth_label
44,99,16,525,116685,3889.500000,,,phase02_ground_truth_label
44,99,17,553,116713,3890.433333,,,phase02_ground_truth_label
44,99,18,569,116729,3890.966667,,,phase02_ground_truth_label
44,99,19,593,116753,3891.766667,,,phase02_ground_truth_label
44,99,20,627,116787,3892.900000,,,phase02_ground_truth_label
44,99,21,654,116814,3893.800000,,,phase02_ground_truth_label
44,99,22,696,116856,3895.200000,,,phase02_ground_truth_label
44,99,23,711,116871,3895.700000,,,phase02_ground_truth_label
44,99,24,739,116899,3896.633333,,,phase02_ground_truth_label
44,99,25,766,116926,3897.533333,,,phase02_ground_truth_label
44,99,26,811,116971,3899.033333,,,phase02_ground_truth_label
44,99,27,858,117018,3900.600000,,,phase02_ground_truth_label
44,99,28,872,117032,3901.066667,,,phase02_ground_truth_label
44,99,29,896,117056,3901.866667,,,phase02_ground_truth_label
44,99,30,924,117084,3902.800000,,,phase02_ground_truth_label
44,99,31,957,117117,3903.900000,,,phase02_ground_truth_label
44,99,32,969,117129,3904.300000,,,phase02_ground_truth_label
44,99,33,999,117159,3905.300000,,,phase02_ground_truth_label
44,99,34,1038,117198,3906.600000,,,phase02_ground_truth_label
44,99,35,1083,117243,3908.100000,,,phase02_ground_truth_label
44,99,36,1097,117257,3908.566667,,,phase02_ground_truth_label
