video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
44,82,1,168,96468,3215.600000,,,phase02_ground_truth_label
44,82,2,193,96493,3216.433333,,,phase02_ground_truth_label
44,82,3,232,96532,3217.733333,,,phase02_ground_truth_label
44,82,4,254,96554,3218.466667,,,phase02_ground_truth_label
44,82,5,287,96587,3219.566667,,,phase02_ground_truth_label
44,82,6,317,96617,3220.566667,,,phase02_ground_truth_label
44,82,7,332,96632,3221.066667,,,phase02_ground_truth_label
44,82,8,367,96667,3222.233333,,,phase02_ground_truth_label
44,82,9,410,96710,3223.666667,,,phase02_ground_truth_label
44,82,10,431,96731,3224.366667,,,phase02_ground_truth_label
44,82,11,456,96756,3225.200000,,,phase02_ground_truth_label
44,82,12,481,96781,3226.033333,,,phase02_ground_truth_label
44,82,13,510,96810,3227.000000,,,phase02_ground_truth_label
44,82,14,551,96851,3228.366667,,,phase02_ground_truth_label
44,82,15,601,96901,3230.033333,,,phase02_ground_truth_label
44,82,16,618,96918,3230.600000,,,phase02_ground_truth_label
44,82,17,642,96942,3231.400000,,,phase02_ground_truth_label
44,82,18,674,96974,3232.466667,,,phase02_ground_truth_label
44,82,19,703,97003,3233.433333,,,phase02_ground_truth_label
44,82,20,732,97032,3234.400000,,,phase02_ground_truth_label
44,82,21,769,97069,3235.633333,,,phase02_ground_truth_label
44,82,22,803,97103,3236.766667,,,phase02_ground_truth_label
44,82,23,827,97127,3237.566667,,,phase02_ground_truth_label
44,82,24,863,97163,3238.766667,,,phase02_ground_truth_label
44,82,25,880,97180,3239.333333,,,phase02_ground_truth_label
44,82,26,905,97205,3240.166667,,,phase02_ground_truth_label
