video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
44,8,1,124,19714,657.133333,,,phase02_ground_truth_label
44,8,2,150,19740,658.000000,,,phase02_ground_truth_label
44,8,3,183,19773,659.100000,,,phase02_ground_truth_label
44,8,4,218,19808,660.266667,,,phase02_ground_truth_label
44,8,5,236,19826,660.866667,,,phase02_ground_truth_label
44,8,6,254,19844,661.466667,,,phase02_ground_truth_label
44,8,7,275,19865,662.166667,,,phase02_ground_truth_label
44,8,8,309,19899,663.300000,,,phase02_ground_truth_label
44,8,9,327,19917,663.900000,,,phase02_ground_truth_label
44,8,10,351,19941,664.700000,,,phase02_ground_truth_label
44,8,11,386,19976,665.866667,,,phase02_ground_truth_label
44,8,12,407,19997,666.566667,,,phase02_ground_truth_label
44,8,13,430,20020,667.333333,,,phase02_ground_truth_label
44,8,14,459,20049,668.300000,,,phase02_ground_truth_label
44,8,15,498,20088,669.600000,,,phase02_ground_truth_label
44,8,16,535,20125,670.833333,,,phase02_ground_truth_label
44,8,17,549,20139,671.300000,,,phase02_ground_truth_label
44,8,18,579,20169,672.300000,,,phase02_ground_truth_label
44,8,19,616,20206,673.533333,,,phase02_ground_truth_label
44,8,20,643,20233,674.433333,,,phase02_ground_truth_label
44,8,21,676,20266,675.533333,,,phase02_ground_truth_label
44,8,22,718,20308,676.933333,,,phase02_ground_truth_label
