video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
44,81,1,67,95377,3179.233333,,,phase02_ground_truth_label
44,81,2,92,95402,3180.066667,,,phase02_ground_truth_label
44,81,3,130,95440,3181.333333,,,phase02_ground_truth_label
44,81,4,149,95459,3181.966667,,,phase02_ground_truth_label
44,81,5,173,95483,3182.766667,,,phase02_ground_truth_label
44,81,6,209,95519,3183.966667,,,phase02_ground_truth_label
44,81,7,236,95546,3184.866667,,,phase02_ground_truth_label
44,81,8,260,95570,3185.666667,,,phase02_ground_truth_label
44,81,9,286,95596,3186.533333,,,phase02_ground_truth_label
44,81,10,331,95641,3188.033333,,,phase02_ground_truth_label
44,81,11,353,95663,3188.766667,,,phase02_ground_truth_label
44,81,12,384,95694,3189.800000,,,phase02_ground_truth_label
44,81,13,402,95712,3190.400000,,,phase02_ground_truth_label
44,81,14,424,95734,3191.133333,,,phase02_ground_truth_label
44,81,15,445,95755,3191.833333,,,phase02_ground_truth_label
44,81,16,456,95766,3192.200000,,,phase02_ground_truth_label
