video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
44,18,1,14,29354,978.466667,,,phase02_ground_truth_label
44,18,2,42,29382,979.400000,,,phase02_ground_truth_label
44,18,3,74,29414,980.466667,,,phase02_ground_truth_label
44,18,4,107,29447,981.566667,,,phase02_ground_truth_label
44,18,5,125,29465,982.166667,,,phase02_ground_truth_label
44,18,6,144,29484,982.800000,,,phase02_ground_truth_label
44,18,7,161,29501,983.366667,,,phase02_ground_truth_label
44,18,8,188,29528,984.266667,,,phase02_ground_truth_label
44,18,9,217,29557,985.233333,,,phase02_ground_truth_label
44,18,10,250,29590,986.333333,,,phase02_ground_truth_label
44,18,11,267,29607,986.900000,,,phase02_ground_truth_label
44,18,12,292,29632,987.733333,,,phase02_ground_truth_label
44,18,13,324,29664,988.800000,,,phase02_ground_truth_label
44,18,14,340,29680,989.333333,,,phase02_ground_truth_label
44,18,15,363,29703,990.100000,,,phase02_ground_truth_label
44,18,16,391,29731,991.033333,,,phase02_ground_truth_label
