video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
44,38,1,2,51062,1702.066667,,,phase02_ground_truth_label
44,38,2,32,51092,1703.066667,,,phase02_ground_truth_label
44,38,3,48,51108,1703.600000,,,phase02_ground_truth_label
44,38,4,73,51133,1704.433333,,,phase02_ground_truth_label
44,38,5,104,51164,1705.466667,,,phase02_ground_truth_label
44,38,6,139,51199,1706.633333,,,phase02_ground_truth_label
44,38,7,176,51236,1707.866667,,,phase02_ground_truth_label
44,38,8,196,51256,1708.533333,,,phase02_ground_truth_label
44,38,9,224,51284,1709.466667,,,phase02_ground_truth_label
44,38,10,239,51299,1709.966667,,,phase02_ground_truth_label
44,38,11,250,51310,1710.333333,,,phase02_ground_truth_label
44,38,12,276,51336,1711.200000,,,phase02_ground_truth_label
44,38,13,289,51349,1711.633333,,,phase02_ground_truth_label
44,38,14,298,51358,1711.933333,,,phase02_ground_truth_label
44,38,15,317,51377,1712.566667,,,phase02_ground_truth_label
44,38,16,328,51388,1712.933333,,,phase02_ground_truth_label
44,38,17,346,51406,1713.533333,,,phase02_ground_truth_label
44,38,18,358,51418,1713.933333,,,phase02_ground_truth_label
44,38,19,380,51440,1714.666667,,,phase02_ground_truth_label
44,38,20,411,51471,1715.700000,,,phase02_ground_truth_label
44,38,21,424,51484,1716.133333,,,phase02_ground_truth_label
44,38,22,451,51511,1717.033333,,,phase02_ground_truth_label
44,38,23,469,51529,1717.633333,,,phase02_ground_truth_label
44,38,24,490,51550,1718.333333,,,phase02_ground_truth_label
44,38,25,521,51581,1719.366667,,,phase02_ground_truth_label
44,38,26,541,51601,1720.033333,,,phase02_ground_truth_label
44,38,27,572,51632,1721.066667,,,phase02_ground_truth_label
44,38,28,587,51647,1721.566667,,,phase02_ground_truth_label
44,38,29,606,51666,1722.200000,,,phase02_ground_truth_label
44,38,30,642,51702,1723.400000,,,phase02_ground_truth_label
44,38,31,668,51728,1724.266667,,,phase02_ground_truth_label
