video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
44,71,1,85,84415,2813.833333,,,phase02_ground_truth_label
44,71,2,103,84433,2814.433333,,,phase02_ground_truth_label
44,71,3,130,84460,2815.333333,,,phase02_ground_truth_label
44,71,4,184,84514,2817.133333,,,phase02_ground_truth_label
44,71,5,202,84532,2817.733333,,,phase02_ground_truth_label
44,71,6,220,84550,2818.333333,,,phase02_ground_truth_label
44,71,7,246,84576,2819.200000,,,phase02_ground_truth_label
44,71,8,290,84620,2820.666667,,,phase02_ground_truth_label
44,71,9,313,84643,2821.433333,,,phase02_ground_truth_label
44,71,10,356,84686,2822.866667,,,phase02_ground_truth_label
44,71,11,384,84714,2823.800000,,,phase02_ground_truth_label
