video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
40,14,1,77,19937,664.566667,,,phase02_ground_truth_label
40,14,2,136,19996,666.533333,,,phase02_ground_truth_label
40,14,3,154,20014,667.133333,,,phase02_ground_truth_label
40,14,4,180,20040,668.000000,,,phase02_ground_truth_label
40,14,5,216,20076,669.200000,,,phase02_ground_truth_label
40,14,6,242,20102,670.066667,,,phase02_ground_truth_label
40,14,7,260,20120,670.666667,,,phase02_ground_truth_label
40,14,8,286,20146,671.533333,,,phase02_ground_truth_label
40,14,9,320,20180,672.666667,,,phase02_ground_truth_label
40,14,10,361,20221,674.033333,,,phase02_ground_truth_label
40,14,11,399,20259,675.300000,,,phase02_ground_truth_label
40,14,12,444,20304,676.800000,,,phase02_ground_truth_label
