video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
40,28,1,46,31246,1041.533333,,,phase02_ground_truth_label
40,28,2,60,31260,1042.000000,,,phase02_ground_truth_label
40,28,3,81,31281,1042.700000,,,phase02_ground_truth_label
40,28,4,115,31315,1043.833333,,,phase02_ground_truth_label
40,28,5,147,31347,1044.900000,,,phase02_ground_truth_label
40,28,6,181,31381,1046.033333,,,phase02_ground_truth_label
40,28,7,205,31405,1046.833333,,,phase02_ground_truth_label
40,28,8,237,31437,1047.900000,,,phase02_ground_truth_label
40,28,9,290,31490,1049.666667,,,phase02_ground_truth_label
40,28,10,310,31510,1050.333333,,,phase02_ground_truth_label
40,28,11,339,31539,1051.300000,,,phase02_ground_truth_label
40,28,12,368,31568,1052.266667,,,phase02_ground_truth_label
