video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
40,48,1,195,47685,1589.500000,,,phase02_ground_truth_label
40,48,2,255,47745,1591.500000,,,phase02_ground_truth_label
40,48,3,273,47763,1592.100000,,,phase02_ground_truth_label
40,48,4,302,47792,1593.066667,,,phase02_ground_truth_label
40,48,5,341,47831,1594.366667,,,phase02_ground_truth_label
40,48,6,354,47844,1594.800000,,,phase02_ground_truth_label
40,48,7,386,47876,1595.866667,,,phase02_ground_truth_label
40,48,8,429,47919,1597.300000,,,phase02_ground_truth_label
40,48,9,459,47949,1598.300000,,,phase02_ground_truth_label
40,48,10,487,47977,1599.233333,,,phase02_ground_truth_label
40,48,11,541,48031,1601.033333,,,phase02_ground_truth_label
40,48,12,566,48056,1601.866667,,,phase02_ground_truth_label
40,48,13,598,48088,1602.933333,,,phase02_ground_truth_label
40,48,14,640,48130,1604.333333,,,phase02_ground_truth_label
40,48,15,674,48164,1605.466667,,,phase02_ground_truth_label
40,48,16,700,48190,1606.333333,,,phase02_ground_truth_label
40,48,17,732,48222,1607.400000,,,phase02_ground_truth_label
40,48,18,776,48266,1608.866667,,,phase02_ground_truth_label
40,48,19,805,48295,1609.833333,,,phase02_ground_truth_label
40,48,20,824,48314,1610.466667,,,phase02_ground_truth_label
40,48,21,850,48340,1611.333333,,,phase02_ground_truth_label
40,48,22,862,48352,1611.733333,,,phase02_ground_truth_label
40,48,23,886,48376,1612.533333,,,phase02_ground_truth_label
