video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
40,63,1,13,60433,2014.433333,,,phase02_ground_truth_label
40,63,2,72,60492,2016.400000,,,phase02_ground_truth_label
40,63,3,100,60520,2017.333333,,,phase02_ground_truth_label
40,63,4,133,60553,2018.433333,,,phase02_ground_truth_label
40,63,5,166,60586,2019.533333,,,phase02_ground_truth_label
40,63,6,185,60605,2020.166667,,,phase02_ground_truth_label
40,63,7,216,60636,2021.200000,,,phase02_ground_truth_label
40,63,8,248,60668,2022.266667,,,phase02_ground_truth_label
40,63,9,284,60704,2023.466667,,,phase02_ground_truth_label
40,63,10,319,60739,2024.633333,,,phase02_ground_truth_label
40,63,11,355,60775,2025.833333,,,phase02_ground_truth_label
