video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
40,34,1,20,36740,1224.666667,,,phase02_ground_truth_label
40,34,2,53,36773,1225.766667,,,phase02_ground_truth_label
40,34,3,71,36791,1226.366667,,,phase02_ground_truth_label
40,34,4,105,36825,1227.500000,,,phase02_ground_truth_label
40,34,5,153,36873,1229.100000,,,phase02_ground_truth_label
40,34,6,168,36888,1229.600000,,,phase02_ground_truth_label
40,34,7,202,36922,1230.733333,,,phase02_ground_truth_label
40,34,8,247,36967,1232.233333,,,phase02_ground_truth_label
40,34,9,280,37000,1233.333333,,,phase02_ground_truth_label
40,34,10,316,37036,1234.533333,,,phase02_ground_truth_label
40,34,11,343,37063,1235.433333,,,phase02_ground_truth_label
40,34,12,379,37099,1236.633333,,,phase02_ground_truth_label
40,34,13,416,37136,1237.866667,,,phase02_ground_truth_label
40,34,14,433,37153,1238.433333,,,phase02_ground_truth_label
40,34,15,469,37189,1239.633333,,,phase02_ground_truth_label
40,34,16,500,37220,1240.666667,,,phase02_ground_truth_label
40,34,17,530,37250,1241.666667,,,phase02_ground_truth_label
