Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,0,0,0,20575,823.0
1,0,0,0,20576,823.04
2,0,0,0,20577,823.08
3,0,0,0,20578,823.12
4,0,0,0,20579,823.16
5,1,482,70,20580,823.2
6,1,482.0,70.0,20581,823.24
7,1,482.0,70.0,20582,823.28
8,1,482,70,20583,823.32
9,0,0,0,20584,823.36
10,0,0,0,20585,823.4
11,0,0,0,20586,823.44
12,0,0,0,20587,823.48
13,0,0,0,20588,823.52
14,0,0,0,20589,823.56
15,0,0,0,20590,823.6
16,0,0,0,20591,823.64
17,0,0,0,20592,823.68
18,0,0,0,20593,823.72
19,0,0,0,20594,823.76
20,0,0,0,20595,823.8
21,0,0,0,20596,823.84
22,0,0,0,20597,823.88
23,0,0,0,20598,823.92
24,0,0,0,20599,823.96
25,0,0,0,20600,824.0
26,0,0,0,20601,824.04
27,0,0,0,20602,824.08
28,0,0,0,20603,824.12
29,0,0,0,20604,824.16
30,0,0,0,20605,824.2
31,0,0,0,20606,824.24
32,0,0,0,20607,824.28
33,0,0,0,20608,824.32
34,0,0,0,20609,824.36
35,0,0,0,20610,824.4
36,0,0,0,20611,824.44
37,0,0,0,20612,824.48
38,0,0,0,20613,824.52
39,0,0,0,20614,824.56
40,0,0,0,20615,824.6
41,0,0,0,20616,824.64
42,0,0,0,20617,824.68
43,0,0,0,20618,824.72
44,1,485,42,20619,824.76
45,1,441.667,107.333,20620,824.8
46,1,398.333,172.667,20621,824.84
47,1,355,238,20622,824.88
48,1,362,245,20623,824.92
49,1,368,248,20624,824.96
50,1,372,252,20625,825.0
51,0,0,0,20626,825.04
52,0,0,0,20627,825.08
53,0,0,0,20628,825.12
54,0,0,0,20629,825.16
55,0,0,0,20630,825.2
56,0,0,0,20631,825.24
57,0,0,0,20632,825.28
58,0,0,0,20633,825.32
59,0,0,0,20634,825.36
60,0,0,0,20635,825.4
61,0,0,0,20636,825.44
62,0,0,0,20637,825.48
63,0,0,0,20638,825.52
64,0,0,0,20639,825.56
65,0,0,0,20640,825.6
66,1,368,288,20641,825.64
67,1,375,292,20642,825.68
68,1,388,292,20643,825.72
69,1,395.0,298.5,20644,825.76
70,1,402,305,20645,825.8
71,1,412,315,20646,825.84
72,1,420,330,20647,825.88
73,1,427.5,347.5,20648,825.92
74,1,435,365,20649,825.96
75,1,442,385,20650,826.0
76,1,455,410,20651,826.04
77,1,460,440,20652,826.08
78,1,478.333,482.5,20653,826.12
79,1,496.667,525.0,20654,826.16
80,1,515.0,567.5,20655,826.2
81,1,533.333,610.0,20656,826.24
82,1,551.667,652.5,20657,826.28
83,1,570,695,20658,826.32
84,1,530.5,628.75,20659,826.36
85,1,491.0,562.5,20660,826.4
86,1,451.5,496.25,20661,826.44
87,1,412,430,20662,826.48
88,1,390,392,20663,826.52
89,1,371.0,363.5,20664,826.56
90,1,352,335,20665,826.6
91,1,374.667,286.667,20666,826.64
92,1,397.333,238.333,20667,826.68
93,1,420.0,190.0,20668,826.72
94,1,442.667,141.667,20669,826.76
95,1,465.333,93.333,20670,826.8
96,1,488,45,20671,826.84
97,1,488,45,20672,826.88
98,1,482,45,20673,826.92
99,1,485,48,20674,826.96
100,0,0,0,20675,827.0
