Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,0,0,0,53310,1777.0
1,0,0,0,53311,1777.033333
2,1,1030,50,53312,1777.066667
3,1,1069.167,128.333,53313,1777.1
4,1,1108.333,206.667,53314,1777.133333
5,1,1147.5,285.0,53315,1777.166667
6,1,1186.667,363.333,53316,1777.2
7,1,1225.833,441.667,53317,1777.233333
8,1,1265,520,53318,1777.266667
9,1,1268.5,540.0,53319,1777.3
10,1,1272,560,53320,1777.333333
11,1,1270,560,53321,1777.366667
12,0,0,0,53322,1777.4
13,0,0,0,53323,1777.433333
14,0,0,0,53324,1777.466667
15,0,0,0,53325,1777.5
16,0,0,0,53326,1777.533333
17,0,0,0,53327,1777.566667
18,0,0,0,53328,1777.6
19,0,0,0,53329,1777.633333
20,0,0,0,53330,1777.666667
21,0,0,0,53331,1777.7
22,1,960,542,53332,1777.733333
23,1,958,540,53333,1777.766667
24,1,936.5,517.0,53334,1777.8
25,1,915.0,494.0,53335,1777.833333
26,1,893.5,471.0,53336,1777.866667
27,1,872,448,53337,1777.9
28,0,0,0,53338,1777.933333
29,0,0,0,53339,1777.966667
30,0,0,0,53340,1778.0
31,0,0,0,53341,1778.033333
32,0,0,0,53342,1778.066667
33,0,0,0,53343,1778.1
34,1,1272,542,53344,1778.133333
35,1,1255.333,533.0,53345,1778.166667
36,1,1238.667,524.0,53346,1778.2
37,1,1222,515,53347,1778.233333
38,1,1197.0,513.5,53348,1778.266667
39,1,1172,512,53349,1778.3
40,1,1148,508,53350,1778.333333
41,1,1148,510,53351,1778.366667
42,1,1105,558,53352,1778.4
43,1,1013.25,534.0,53353,1778.433333
44,1,921.5,510.0,53354,1778.466667
45,1,829.75,486.0,53355,1778.5
46,1,738,462,53356,1778.533333
47,1,738,462,53357,1778.566667
48,1,811.333,413.0,53358,1778.6
49,1,884.667,364.0,53359,1778.633333
50,1,958,315,53360,1778.666667
51,1,1040.0,328.5,53361,1778.7
52,1,1122,342,53362,1778.733333
53,1,1122,340,53363,1778.766667
54,1,1058.0,303.333,53364,1778.8
55,1,994.0,266.667,53365,1778.833333
56,1,930,230,53366,1778.866667
57,1,905,212,53367,1778.9
58,1,956.5,178.5,53368,1778.933333
59,1,1008,145,53369,1778.966667
60,1,980,125,53370,1779.0
61,1,1052.5,66.5,53371,1779.033333
62,1,1125,8,53372,1779.066667
63,1,1046.5,6.5,53373,1779.1
64,1,968,5,53374,1779.133333
65,1,968,5,53375,1779.166667
66,1,880.5,5.0,53376,1779.2
67,1,793.0,5.0,53377,1779.233333
68,1,705.5,5.0,53378,1779.266667
69,1,618,5,53379,1779.3
70,1,603.667,4.0,53380,1779.333333
71,1,589.333,3.0,53381,1779.366667
72,1,575,2,53382,1779.4
73,1,519.333,12.0,53383,1779.433333
