Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,1,852,662,48300,1610.0
1,1,852,665,48301,1610.033333
2,0,0,0,48302,1610.066667
3,1,995,625,48303,1610.1
4,0,0,0,48304,1610.133333
5,1,310,38,48305,1610.166667
6,0,0,0,48306,1610.2
7,0,0,0,48307,1610.233333
8,0,0,0,48308,1610.266667
9,0,0,0,48309,1610.3
10,0,0,0,48310,1610.333333
11,0,0,0,48311,1610.366667
12,0,0,0,48312,1610.4
13,1,970,22,48313,1610.433333
14,1,390,668,48314,1610.466667
15,1,948,8,48315,1610.5
16,1,950,10,48316,1610.533333
17,1,942,5,48317,1610.566667
18,1,1102,5,48318,1610.6
19,0,0,0,48319,1610.633333
20,1,1165,5,48320,1610.666667
21,0,0,0,48321,1610.7
22,0,0,0,48322,1610.733333
23,1,1252,5,48323,1610.766667
24,1,940,5,48324,1610.8
25,1,950,2,48325,1610.833333
26,1,968,5,48326,1610.866667
27,1,985,10,48327,1610.9
28,1,985,10,48328,1610.933333
29,1,1008,20,48329,1610.966667
30,1,1035,30,48330,1611.0
31,1,1060,42,48331,1611.033333
32,1,1088,58,48332,1611.066667
33,1,308,602,48333,1611.1
34,1,308,602,48334,1611.133333
35,1,1128,82,48335,1611.166667
36,1,405,70,48336,1611.2
37,1,300,625,48337,1611.233333
38,1,295,630,48338,1611.266667
39,1,408,70,48339,1611.3
40,0,0,0,48340,1611.333333
41,0,0,0,48341,1611.366667
42,0,0,0,48342,1611.4
43,0,0,0,48343,1611.433333
44,1,410,610,48344,1611.466667
45,0,0,0,48345,1611.5
46,0,0,0,48346,1611.533333
47,0,0,0,48347,1611.566667
48,0,0,0,48348,1611.6
49,0,0,0,48349,1611.633333
50,0,0,0,48350,1611.666667
51,0,0,0,48351,1611.7
52,0,0,0,48352,1611.733333
53,0,0,0,48353,1611.766667
54,0,0,0,48354,1611.8
55,0,0,0,48355,1611.833333
56,0,0,0,48356,1611.866667
57,1,540,715,48357,1611.9
58,1,540,715,48358,1611.933333
59,0,0,0,48359,1611.966667
60,0,0,0,48360,1612.0
61,0,0,0,48361,1612.033333
62,0,0,0,48362,1612.066667
63,1,518,715,48363,1612.1
64,1,518,715,48364,1612.133333
65,0,0,0,48365,1612.166667
66,1,408,70,48366,1612.2
67,0,0,0,48367,1612.233333
68,0,0,0,48368,1612.266667
69,1,408,70,48369,1612.3
70,0,0,0,48370,1612.333333
71,0,0,0,48371,1612.366667
72,1,408,70,48372,1612.4
73,1,408,72,48373,1612.433333
74,1,402,70,48374,1612.466667
75,0,0,0,48375,1612.5
76,0,0,0,48376,1612.533333
77,1,85,518,48377,1612.566667
78,1,305,642,48378,1612.6
79,1,408,70,48379,1612.633333
80,1,518,225,48380,1612.666667
81,1,1165,115,48381,1612.7
82,1,1165,115,48382,1612.733333
83,1,1158,112,48383,1612.766667
84,1,1148,108,48384,1612.8
85,1,1128,100,48385,1612.833333
86,1,1102,90,48386,1612.866667
87,1,1072,78,48387,1612.9
88,1,1072,78,48388,1612.933333
89,1,1040,62,48389,1612.966667
90,1,1005,48,48390,1613.0
91,1,968,30,48391,1613.033333
92,1,928,15,48392,1613.066667
93,1,895,2,48393,1613.1
94,1,895,2,48394,1613.133333
95,0,0,0,48395,1613.166667
96,0,0,0,48396,1613.2
97,0,0,0,48397,1613.233333
98,1,268,485,48398,1613.266667
99,1,252,470,48399,1613.3
100,1,252,470,48400,1613.333333
101,1,238,455,48401,1613.366667
102,1,1232,640,48402,1613.4
103,1,202,430,48403,1613.433333
104,1,188,422,48404,1613.466667
105,0,0,0,48405,1613.5
106,0,0,0,48406,1613.533333
107,1,522,18,48407,1613.566667
108,1,1025,5,48408,1613.6
109,1,1028,2,48409,1613.633333
110,1,1030,5,48410,1613.666667
111,1,180,432,48411,1613.7
112,1,178,432,48412,1613.733333
113,1,175,435,48413,1613.766667
