video_id,match_id,rally_interval_id,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,sample_count,accepted,reject_reason
36,36,1,3780,3870,126.0,129.0,3.0,3,True,
36,36,2,5640,6150,188.0,205.0,17.0,17,True,
36,36,3,8100,8280,270.0,276.0,6.0,6,True,
36,36,4,10710,11040,357.0,368.0,11.0,11,True,
36,36,5,11310,11400,377.0,380.0,3.0,3,True,
36,36,6,11700,12300,390.0,410.0,20.0,20,True,
36,36,7,12600,13650,420.0,455.0,35.0,35,True,
36,36,8,14520,14820,484.0,494.0,10.0,10,True,
36,36,9,15330,15690,511.0,523.0,12.0,12,True,
36,36,10,15810,16050,527.0,535.0,8.0,8,True,
36,36,11,16170,16320,539.0,544.0,5.0,5,True,
36,36,12,16470,17010,549.0,567.0,18.0,18,True,
36,36,13,17640,18120,588.0,604.0,16.0,16,True,
36,36,14,18570,19020,619.0,634.0,15.0,15,True,
36,36,15,19530,20790,651.0,693.0,42.0,42,True,
36,36,16,21630,21960,721.0,732.0,11.0,11,True,
36,36,17,22320,22830,744.0,761.0,17.0,17,True,
36,36,18,23310,23550,777.0,785.0,8.0,8,True,
36,36,19,23670,24240,789.0,808.0,19.0,19,True,
36,36,20,24780,25440,826.0,848.0,22.0,22,True,
36,36,21,26340,26520,878.0,884.0,6.0,6,True,
36,36,22,27150,27900,905.0,930.0,25.0,25,True,
36,36,23,29160,29790,972.0,993.0,21.0,21,True,
36,36,24,30690,31200,1023.0,1040.0,17.0,17,True,
36,36,25,31860,32370,1062.0,1079.0,17.0,17,True,
36,36,26,33090,33330,1103.0,1111.0,8.0,8,True,
36,36,27,33870,35010,1129.0,1167.0,38.0,38,True,
36,36,28,36480,36840,1216.0,1228.0,12.0,12,True,
36,36,29,37350,37980,1245.0,1266.0,21.0,21,True,
36,36,30,38670,38700,1289.0,1290.0,1.0,1,False,too_short
36,36,31,38730,39300,1291.0,1310.0,19.0,19,True,
36,36,32,39900,40200,1330.0,1340.0,10.0,10,True,
36,36,33,41040,41370,1368.0,1379.0,11.0,11,True,
36,36,34,42090,42480,1403.0,1416.0,13.0,13,True,
36,36,35,43650,44010,1455.0,1467.0,12.0,12,True,
36,36,36,44430,44670,1481.0,1489.0,8.0,8,True,
36,36,37,45240,46350,1508.0,1545.0,37.0,37,True,
36,36,38,47880,48480,1596.0,1616.0,20.0,20,True,
36,36,39,49260,49440,1642.0,1648.0,6.0,6,True,
36,36,40,50040,50280,1668.0,1676.0,8.0,8,True,
36,36,41,50910,51120,1697.0,1704.0,7.0,7,True,
36,36,42,51720,52050,1724.0,1735.0,11.0,11,True,
36,36,43,52770,53430,1759.0,1781.0,22.0,22,True,
36,36,44,54180,54570,1806.0,1819.0,13.0,13,True,
36,36,45,55230,55620,1841.0,1854.0,13.0,13,True,
36,36,46,55860,56160,1862.0,1872.0,10.0,10,True,
36,36,47,56460,56730,1882.0,1891.0,9.0,9,True,
36,36,48,57390,57810,1913.0,1927.0,14.0,14,True,
36,36,49,58080,58620,1936.0,1954.0,18.0,18,True,
36,36,50,59460,59730,1982.0,1991.0,9.0,9,True,
36,36,51,59880,60000,1996.0,2000.0,4.0,4,True,
36,36,52,60540,61200,2018.0,2040.0,22.0,22,True,
36,36,53,64410,64500,2147.0,2150.0,3.0,3,True,
36,36,54,64680,65490,2156.0,2183.0,27.0,27,True,
36,36,55,65730,66240,2191.0,2208.0,17.0,17,True,
36,36,56,66870,67050,2229.0,2235.0,6.0,6,True,
36,36,57,67470,67890,2249.0,2263.0,14.0,14,True,
36,36,58,68790,69090,2293.0,2303.0,10.0,10,True,
36,36,59,69840,69990,2328.0,2333.0,5.0,5,True,
36,36,60,70380,70590,2346.0,2353.0,7.0,7,True,
36,36,61,71100,71460,2370.0,2382.0,12.0,12,True,
36,36,62,72270,72420,2409.0,2414.0,5.0,5,True,
36,36,63,72720,72870,2424.0,2429.0,5.0,5,True,
36,36,64,73110,73650,2437.0,2455.0,18.0,18,True,
36,36,65,75000,75660,2500.0,2522.0,22.0,22,True,
36,36,66,76740,77010,2558.0,2567.0,9.0,9,True,
36,36,67,77970,78360,2599.0,2612.0,13.0,13,True,
36,36,68,78510,78840,2617.0,2628.0,11.0,11,True,
36,36,69,79200,79380,2640.0,2646.0,6.0,6,True,
36,36,70,80640,80730,2688.0,2691.0,3.0,3,True,
36,36,71,80970,81600,2699.0,2720.0,21.0,21,True,
36,36,72,81990,82170,2733.0,2739.0,6.0,6,True,
36,36,73,82440,82680,2748.0,2756.0,8.0,8,True,
36,36,74,83010,83340,2767.0,2778.0,11.0,11,True,
36,36,75,84360,84690,2812.0,2823.0,11.0,11,True,
36,36,76,85320,85560,2844.0,2852.0,8.0,8,True,
36,36,77,86070,86280,2869.0,2876.0,7.0,7,True,
36,36,78,86910,87090,2897.0,2903.0,6.0,6,True,
36,36,79,87480,88020,2916.0,2934.0,18.0,18,True,
36,36,80,88830,89130,2961.0,2971.0,10.0,10,True,
36,36,81,89550,89790,2985.0,2993.0,8.0,8,True,
36,36,82,90300,90630,3010.0,3021.0,11.0,11,True,
36,36,83,91200,91740,3040.0,3058.0,18.0,18,True,
36,36,84,92250,92580,3075.0,3086.0,11.0,11,True,
