Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,0,0,0,42480,1416.0
1,1,470,558,42481,1416.033333
2,0,0,0,42482,1416.066667
3,1,468,580,42483,1416.1
4,1,490,560,42484,1416.133333
5,1,488,560,42485,1416.166667
6,1,880,588,42486,1416.2
7,1,880,585,42487,1416.233333
8,1,878,582,42488,1416.266667
9,1,662,590,42489,1416.3
10,1,662,588,42490,1416.333333
11,1,662,585,42491,1416.366667
12,1,450,602,42492,1416.4
13,1,448,605,42493,1416.433333
14,1,662,592,42494,1416.466667
15,1,898,610,42495,1416.5
16,1,900,615,42496,1416.533333
17,1,900,618,42497,1416.566667
18,1,408,45,42498,1416.6
19,1,408,45,42499,1416.633333
20,1,405,42,42500,1416.666667
21,1,615,568,42501,1416.7
22,1,608,578,42502,1416.733333
23,1,608,575,42503,1416.766667
24,1,408,48,42504,1416.8
25,0,0,0,42505,1416.833333
26,1,405,42,42506,1416.866667
27,1,408,45,42507,1416.9
28,1,408,48,42508,1416.933333
29,1,405,42,42509,1416.966667
30,1,408,45,42510,1417.0
31,1,408,45,42511,1417.033333
32,1,405,45,42512,1417.066667
33,1,268,585,42513,1417.1
34,1,490,645,42514,1417.133333
35,1,490,648,42515,1417.166667
36,0,0,0,42516,1417.2
37,1,565,630,42517,1417.233333
38,1,562,640,42518,1417.266667
39,1,555,645,42519,1417.3
40,1,552,645,42520,1417.333333
41,1,550,645,42521,1417.366667
42,1,545,642,42522,1417.4
43,1,540,640,42523,1417.433333
44,1,538,638,42524,1417.466667
45,1,455,682,42525,1417.5
46,1,455,680,42526,1417.533333
47,1,455,678,42527,1417.566667
48,1,408,45,42528,1417.6
49,1,408,48,42529,1417.633333
50,1,405,42,42530,1417.666667
51,1,408,45,42531,1417.7
52,1,405,45,42532,1417.733333
53,1,405,45,42533,1417.766667
54,1,590,625,42534,1417.8
55,1,598,625,42535,1417.833333
56,1,602,625,42536,1417.866667
57,1,648,428,42537,1417.9
58,1,648,428,42538,1417.933333
59,1,700,272,42539,1417.966667
60,1,650,428,42540,1418.0
61,1,702,272,42541,1418.033333
62,1,700,272,42542,1418.066667
63,1,650,428,42543,1418.1
64,1,650,428,42544,1418.133333
65,1,648,425,42545,1418.166667
66,1,652,425,42546,1418.2
67,1,652,425,42547,1418.233333
68,1,650,422,42548,1418.266667
69,0,0,0,42549,1418.3
70,0,0,0,42550,1418.333333
71,0,0,0,42551,1418.366667
72,1,405,48,42552,1418.4
73,1,405,42,42553,1418.433333
74,1,405,42,42554,1418.466667
75,1,702,272,42555,1418.5
76,1,702,270,42556,1418.533333
77,1,700,272,42557,1418.566667
78,1,700,272,42558,1418.6
79,1,700,272,42559,1418.633333
80,1,700,272,42560,1418.666667
81,1,612,350,42561,1418.7
82,1,612,335,42562,1418.733333
83,1,612,335,42563,1418.766667
84,1,618,322,42564,1418.8
85,1,620,315,42565,1418.833333
86,1,620,308,42566,1418.866667
87,1,622,302,42567,1418.9
88,1,620,298,42568,1418.933333
89,1,672,325,42569,1418.966667
90,1,665,325,42570,1419.0
91,1,625,292,42571,1419.033333
92,1,625,290,42572,1419.066667
93,1,625,292,42573,1419.1
94,1,628,295,42574,1419.133333
95,1,625,295,42575,1419.166667
96,1,628,298,42576,1419.2
97,1,628,302,42577,1419.233333
98,1,630,310,42578,1419.266667
99,1,630,318,42579,1419.3
100,1,630,322,42580,1419.333333
101,1,630,325,42581,1419.366667
102,1,630,332,42582,1419.4
103,1,628,320,42583,1419.433333
104,1,612,290,42584,1419.466667
105,1,608,272,42585,1419.5
