Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,1,408,45,102000,3400.0
1,1,407.0,45.0,102001,3400.033333
2,1,406.0,45.0,102002,3400.066667
3,1,405,45,102003,3400.1
4,1,405,40,102004,3400.133333
5,1,402,45,102005,3400.166667
6,1,405,45,102006,3400.2
7,1,405,42,102007,3400.233333
8,1,405,42,102008,3400.266667
9,1,405,42,102009,3400.3
10,1,405,42,102010,3400.333333
11,1,405,42,102011,3400.366667
12,1,453.25,127.75,102012,3400.4
13,1,501.5,213.5,102013,3400.433333
14,1,549.75,299.25,102014,3400.466667
15,1,598,385,102015,3400.5
16,1,590,362,102016,3400.533333
17,1,590,360,102017,3400.566667
18,1,585,340,102018,3400.6
19,1,582,325,102019,3400.633333
20,1,580,312,102020,3400.666667
21,1,575,302,102021,3400.7
22,1,572,295,102022,3400.733333
23,1,572,295,102023,3400.766667
24,1,570,288,102024,3400.8
25,1,568,285,102025,3400.833333
26,1,565,280,102026,3400.866667
27,1,511.667,201.667,102027,3400.9
28,1,458.333,123.333,102028,3400.933333
29,1,405,45,102029,3400.966667
30,1,408,45,102030,3401.0
31,1,405,45,102031,3401.033333
32,1,405,42,102032,3401.066667
33,1,408,45,102033,3401.1
34,1,453.667,124.0,102034,3401.133333
35,1,499.333,203.0,102035,3401.166667
36,1,545,282,102036,3401.2
37,1,540,275,102037,3401.233333
38,1,535,270,102038,3401.266667
39,1,530,265,102039,3401.3
40,1,525,262,102040,3401.333333
41,1,525,262,102041,3401.366667
42,1,518,265,102042,3401.4
43,1,512,268,102043,3401.433333
44,1,508,270,102044,3401.466667
45,1,502,275,102045,3401.5
46,1,498,280,102046,3401.533333
47,1,498,280,102047,3401.566667
48,1,495,288,102048,3401.6
49,1,488,295,102049,3401.633333
50,1,485,302,102050,3401.666667
51,1,480,312,102051,3401.7
52,1,475,322,102052,3401.733333
53,1,475,322,102053,3401.766667
54,1,472,335,102054,3401.8
55,1,468,348,102055,3401.833333
56,1,465,362,102056,3401.866667
57,1,462,375,102057,3401.9
58,1,458,372,102058,3401.933333
59,1,458,372,102059,3401.966667
60,1,452,352,102060,3402.0
61,1,455,335,102061,3402.033333
62,1,452,325,102062,3402.066667
63,1,448,315,102063,3402.1
64,1,448,305,102064,3402.133333
65,1,448,305,102065,3402.166667
66,1,445,298,102066,3402.2
67,1,445,292,102067,3402.233333
68,1,445,288,102068,3402.266667
69,1,445,288,102069,3402.3
70,1,445,285,102070,3402.333333
71,1,445,285,102071,3402.366667
72,1,445,285,102072,3402.4
73,1,445,285,102073,3402.433333
74,1,442,285,102074,3402.466667
75,1,445,288,102075,3402.5
76,1,445,292,102076,3402.533333
77,1,445,292,102077,3402.566667
78,1,448,300,102078,3402.6
79,1,448,310,102079,3402.633333
80,1,450,315,102080,3402.666667
81,1,450,325,102081,3402.7
82,1,450,338,102082,3402.733333
83,1,450,338,102083,3402.766667
84,1,452,348,102084,3402.8
85,1,482,302,102085,3402.833333
86,1,508,262,102086,3402.866667
87,1,532,232,102087,3402.9
88,1,555,208,102088,3402.933333
89,1,555,208,102089,3402.966667
90,1,572,185,102090,3403.0
91,1,590,165,102091,3403.033333
92,1,605,148,102092,3403.066667
93,1,620,132,102093,3403.1
94,1,635,122,102094,3403.133333
95,1,635,122,102095,3403.166667
96,1,648,112,102096,3403.2
97,1,660,102,102097,3403.233333
98,1,672,98,102098,3403.266667
99,1,682,92,102099,3403.3
100,1,692,90,102100,3403.333333
101,1,692,90,102101,3403.366667
