video_id,match_id,rally_interval_id,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,sample_count,accepted,reject_reason
10,10,1,19950,20075,798.0,803.0,5.0,5,True,
10,10,2,20375,21050,815.0,842.0,27.0,27,True,
10,10,3,21275,21950,851.0,878.0,27.0,27,True,
10,10,4,22250,22650,890.0,906.0,16.0,16,True,
10,10,5,22850,23125,914.0,925.0,11.0,11,True,
10,10,6,23200,23600,928.0,944.0,16.0,16,True,
10,10,7,24425,24625,977.0,985.0,8.0,8,True,
10,10,8,26225,26700,1049.0,1068.0,19.0,19,True,
10,10,9,27075,27750,1083.0,1110.0,27.0,27,True,
10,10,10,28575,28650,1143.0,1146.0,3.0,3,True,
10,10,11,28875,29250,1155.0,1170.0,15.0,15,True,
10,10,12,29325,29350,1173.0,1174.0,1.0,1,False,too_short
10,10,13,29400,29700,1176.0,1188.0,12.0,12,True,
10,10,14,29750,29950,1190.0,1198.0,8.0,8,True,
10,10,15,30075,30275,1203.0,1211.0,8.0,8,True,
10,10,16,30750,31175,1230.0,1247.0,17.0,17,True,
10,10,17,32900,33825,1316.0,1353.0,37.0,37,True,
10,10,18,34925,35475,1397.0,1419.0,22.0,22,True,
10,10,19,37150,37650,1486.0,1506.0,20.0,20,True,
10,10,20,38125,38200,1525.0,1528.0,3.0,3,True,
10,10,21,38300,38625,1532.0,1545.0,13.0,13,True,
10,10,22,39050,39225,1562.0,1569.0,7.0,7,True,
10,10,23,39575,39750,1583.0,1590.0,7.0,7,True,
10,10,24,40025,40475,1601.0,1619.0,18.0,18,True,
10,10,25,41325,41900,1653.0,1676.0,23.0,23,True,
10,10,26,42050,42100,1682.0,1684.0,2.0,2,True,
10,10,27,42300,42625,1692.0,1705.0,13.0,13,True,
10,10,28,42925,43600,1717.0,1744.0,27.0,27,True,
10,10,29,43875,43925,1755.0,1757.0,2.0,2,True,
10,10,30,44000,44325,1760.0,1773.0,13.0,13,True,
10,10,31,45175,45475,1807.0,1819.0,12.0,12,True,
10,10,32,45675,46200,1827.0,1848.0,21.0,21,True,
10,10,33,46625,46875,1865.0,1875.0,10.0,10,True,
10,10,34,47325,47600,1893.0,1904.0,11.0,11,True,
10,10,35,48450,48650,1938.0,1946.0,8.0,8,True,
10,10,36,48925,49050,1957.0,1962.0,5.0,5,True,
10,10,37,49450,49950,1978.0,1998.0,20.0,20,True,
10,10,38,50300,50725,2012.0,2029.0,17.0,17,True,
10,10,39,54725,54875,2189.0,2195.0,6.0,6,True,
10,10,40,55350,55475,2214.0,2219.0,5.0,5,True,
10,10,41,55775,55875,2231.0,2235.0,4.0,4,True,
10,10,42,56250,56350,2250.0,2254.0,4.0,4,True,
10,10,43,56400,56450,2256.0,2258.0,2.0,2,True,
10,10,44,56900,57025,2276.0,2281.0,5.0,5,True,
10,10,45,57375,57675,2295.0,2307.0,12.0,12,True,
10,10,46,58125,58425,2325.0,2337.0,12.0,12,True,
10,10,47,58750,58900,2350.0,2356.0,6.0,6,True,
10,10,48,58975,59000,2359.0,2360.0,1.0,1,False,too_short
10,10,49,59050,59275,2362.0,2371.0,9.0,9,True,
10,10,50,59575,59725,2383.0,2389.0,6.0,6,True,
10,10,51,59800,60175,2392.0,2407.0,15.0,15,True,
10,10,52,60325,60350,2413.0,2414.0,1.0,1,False,too_short
10,10,53,60850,61075,2434.0,2443.0,9.0,9,True,
10,10,54,61750,61825,2470.0,2473.0,3.0,3,True,
10,10,55,62225,62300,2489.0,2492.0,3.0,3,True,
10,10,56,62425,62525,2497.0,2501.0,4.0,4,True,
10,10,57,64150,64200,2566.0,2568.0,2.0,2,True,
10,10,58,64225,64400,2569.0,2576.0,7.0,7,True,
10,10,59,64725,64850,2589.0,2594.0,5.0,5,True,
10,10,60,64950,65100,2598.0,2604.0,6.0,6,True,
10,10,61,65450,65775,2618.0,2631.0,13.0,13,True,
10,10,62,66325,66600,2653.0,2664.0,11.0,11,True,
10,10,63,66825,66975,2673.0,2679.0,6.0,6,True,
10,10,64,67000,67025,2680.0,2681.0,1.0,1,False,too_short
10,10,65,67475,67500,2699.0,2700.0,1.0,1,False,too_short
10,10,66,67525,67700,2701.0,2708.0,7.0,7,True,
10,10,67,69250,69400,2770.0,2776.0,6.0,6,True,
10,10,68,70825,70900,2833.0,2836.0,3.0,3,True,
10,10,69,71200,71450,2848.0,2858.0,10.0,10,True,
10,10,70,71875,71900,2875.0,2876.0,1.0,1,False,too_short
10,10,71,72275,72300,2891.0,2892.0,1.0,1,False,too_short
10,10,72,72975,73000,2919.0,2920.0,1.0,1,False,too_short
10,10,73,74325,74550,2973.0,2982.0,9.0,9,True,
10,10,74,78325,78375,3133.0,3135.0,2.0,2,True,
10,10,75,79425,79575,3177.0,3183.0,6.0,6,True,
10,10,76,79625,79700,3185.0,3188.0,3.0,3,True,
10,10,77,80025,80125,3201.0,3205.0,4.0,4,True,
