video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
41,60,1,194,60134,2004.466667,,,phase02_ground_truth_label
41,60,2,216,60156,2005.200000,,,phase02_ground_truth_label
41,60,3,239,60179,2005.966667,,,phase02_ground_truth_label
41,60,4,266,60206,2006.866667,,,phase02_ground_truth_label
41,60,5,300,60240,2008.000000,,,phase02_ground_truth_label
41,60,6,337,60277,2009.233333,,,phase02_ground_truth_label
41,60,7,350,60290,2009.666667,,,phase02_ground_truth_label
41,60,8,373,60313,2010.433333,,,phase02_ground_truth_label
41,60,9,395,60335,2011.166667,,,phase02_ground_truth_label
41,60,10,423,60363,2012.100000,,,phase02_ground_truth_label
41,60,11,453,60393,2013.100000,,,phase02_ground_truth_label
41,60,12,478,60418,2013.933333,,,phase02_ground_truth_label
41,60,13,504,60444,2014.800000,,,phase02_ground_truth_label
41,60,14,529,60469,2015.633333,,,phase02_ground_truth_label
41,60,15,555,60495,2016.500000,,,phase02_ground_truth_label
41,60,16,619,60559,2018.633333,,,phase02_ground_truth_label
41,60,17,645,60585,2019.500000,,,phase02_ground_truth_label
41,60,18,678,60618,2020.600000,,,phase02_ground_truth_label
41,60,19,704,60644,2021.466667,,,phase02_ground_truth_label
41,60,20,767,60707,2023.566667,,,phase02_ground_truth_label
41,60,21,785,60725,2024.166667,,,phase02_ground_truth_label
41,60,22,807,60747,2024.900000,,,phase02_ground_truth_label
41,60,23,828,60768,2025.600000,,,phase02_ground_truth_label
41,60,24,861,60801,2026.700000,,,phase02_ground_truth_label
41,60,25,886,60826,2027.533333,,,phase02_ground_truth_label
41,60,26,926,60866,2028.866667,,,phase02_ground_truth_label
