video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
41,21,1,367,26047,868.233333,,,phase02_ground_truth_label
41,21,2,392,26072,869.066667,,,phase02_ground_truth_label
41,21,3,424,26104,870.133333,,,phase02_ground_truth_label
41,21,4,460,26140,871.333333,,,phase02_ground_truth_label
41,21,5,496,26176,872.533333,,,phase02_ground_truth_label
41,21,6,535,26215,873.833333,,,phase02_ground_truth_label
41,21,7,560,26240,874.666667,,,phase02_ground_truth_label
41,21,8,595,26275,875.833333,,,phase02_ground_truth_label
41,21,9,615,26295,876.500000,,,phase02_ground_truth_label
41,21,10,645,26325,877.500000,,,phase02_ground_truth_label
