video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
41,96,1,14,102014,3400.466667,,,phase02_ground_truth_label
41,96,2,36,102036,3401.200000,,,phase02_ground_truth_label
41,96,3,59,102059,3401.966667,,,phase02_ground_truth_label
41,96,4,85,102085,3402.833333,,,phase02_ground_truth_label
41,96,5,129,102129,3404.300000,,,phase02_ground_truth_label
41,96,6,143,102143,3404.766667,,,phase02_ground_truth_label
41,96,7,168,102168,3405.600000,,,phase02_ground_truth_label
41,96,8,188,102188,3406.266667,,,phase02_ground_truth_label
41,96,9,219,102219,3407.300000,,,phase02_ground_truth_label
41,96,10,248,102248,3408.266667,,,phase02_ground_truth_label
41,96,11,280,102280,3409.333333,,,phase02_ground_truth_label
41,96,12,302,102302,3410.066667,,,phase02_ground_truth_label
41,96,13,334,102334,3411.133333,,,phase02_ground_truth_label
41,96,14,349,102349,3411.633333,,,phase02_ground_truth_label
41,96,15,380,102380,3412.666667,,,phase02_ground_truth_label
41,96,16,423,102423,3414.100000,,,phase02_ground_truth_label
41,96,17,458,102458,3415.266667,,,phase02_ground_truth_label
41,96,18,475,102475,3415.833333,,,phase02_ground_truth_label
41,96,19,509,102509,3416.966667,,,phase02_ground_truth_label
