video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
41,51,1,35,50585,1686.166667,,,phase02_ground_truth_label
41,51,2,55,50605,1686.833333,,,phase02_ground_truth_label
41,51,3,78,50628,1687.600000,,,phase02_ground_truth_label
41,51,4,119,50669,1688.966667,,,phase02_ground_truth_label
41,51,5,133,50683,1689.433333,,,phase02_ground_truth_label
41,51,6,150,50700,1690.000000,,,phase02_ground_truth_label
41,51,7,173,50723,1690.766667,,,phase02_ground_truth_label
41,51,8,200,50750,1691.666667,,,phase02_ground_truth_label
41,51,9,237,50787,1692.900000,,,phase02_ground_truth_label
41,51,10,263,50813,1693.766667,,,phase02_ground_truth_label
41,51,11,292,50842,1694.733333,,,phase02_ground_truth_label
41,51,12,331,50881,1696.033333,,,phase02_ground_truth_label
41,51,13,357,50907,1696.900000,,,phase02_ground_truth_label
41,51,14,384,50934,1697.800000,,,phase02_ground_truth_label
41,51,15,409,50959,1698.633333,,,phase02_ground_truth_label
41,51,16,451,51001,1700.033333,,,phase02_ground_truth_label
41,51,17,469,51019,1700.633333,,,phase02_ground_truth_label
41,51,18,490,51040,1701.333333,,,phase02_ground_truth_label
41,51,19,514,51064,1702.133333,,,phase02_ground_truth_label
41,51,20,546,51096,1703.200000,,,phase02_ground_truth_label
41,51,21,560,51110,1703.666667,,,phase02_ground_truth_label
