video_id,rally_id,event_rank,Frame,OriginalFrame,TimeSec,X,Y,event_reason
41,94,1,69,98079,3269.300000,,,phase02_ground_truth_label
41,94,2,103,98113,3270.433333,,,phase02_ground_truth_label
41,94,3,126,98136,3271.200000,,,phase02_ground_truth_label
41,94,4,151,98161,3272.033333,,,phase02_ground_truth_label
41,94,5,192,98202,3273.400000,,,phase02_ground_truth_label
41,94,6,231,98241,3274.700000,,,phase02_ground_truth_label
41,94,7,255,98265,3275.500000,,,phase02_ground_truth_label
41,94,8,283,98293,3276.433333,,,phase02_ground_truth_label
41,94,9,327,98337,3277.900000,,,phase02_ground_truth_label
41,94,10,343,98353,3278.433333,,,phase02_ground_truth_label
41,94,11,374,98384,3279.466667,,,phase02_ground_truth_label
41,94,12,404,98414,3280.466667,,,phase02_ground_truth_label
41,94,13,432,98442,3281.400000,,,phase02_ground_truth_label
41,94,14,491,98501,3283.366667,,,phase02_ground_truth_label
41,94,15,504,98514,3283.800000,,,phase02_ground_truth_label
