Frame,Visibility,X,Y,OriginalFrame,TimeSec
0,1,362,162,45700,1828.0
1,1,375,162,45701,1828.04
2,1,395,165,45702,1828.08
3,1,415,162,45703,1828.12
4,1,432,160,45704,1828.16
5,1,449.667,156.667,45705,1828.2
6,1,467.333,153.333,45706,1828.24
7,1,485,150,45707,1828.28
8,1,500.667,145.0,45708,1828.32
9,1,516.333,140.0,45709,1828.36
10,1,532,135,45710,1828.4
11,1,547.2,131.6,45711,1828.44
12,1,562.4,128.2,45712,1828.48
13,1,577.6,124.8,45713,1828.52
14,1,592.8,121.4,45714,1828.56
15,1,608,118,45715,1828.6
16,1,615,120,45716,1828.64
17,1,625,122,45717,1828.68
18,1,633.5,125.0,45718,1828.72
19,1,642,128,45719,1828.76
20,0,0,0,45720,1828.8
21,0,0,0,45721,1828.84
22,0,0,0,45722,1828.88
23,0,0,0,45723,1828.92
24,0,0,0,45724,1828.96
25,0,0,0,45725,1829.0
26,0,0,0,45726,1829.04
27,1,620,300,45727,1829.08
28,1,607.333,305.0,45728,1829.12
29,1,594.667,310.0,45729,1829.16
30,1,582,315,45730,1829.2
31,1,582.0,279.5,45731,1829.24
32,1,582.0,244.0,45732,1829.28
33,1,582.0,208.5,45733,1829.32
34,1,582.0,173.0,45734,1829.36
35,1,582.0,137.5,45735,1829.4
36,1,582,102,45736,1829.44
37,1,547.5,186.333,45737,1829.48
38,1,513.0,270.667,45738,1829.52
39,1,478.5,355.0,45739,1829.56
40,1,444.0,439.333,45740,1829.6
41,1,409.5,523.667,45741,1829.64
42,1,375,608,45742,1829.68
43,0,0,0,45743,1829.72
44,0,0,0,45744,1829.76
45,0,0,0,45745,1829.8
46,0,0,0,45746,1829.84
47,0,0,0,45747,1829.88
48,0,0,0,45748,1829.92
49,0,0,0,45749,1829.96
50,0,0,0,45750,1830.0
51,1,745,482,45751,1830.04
52,0,0,0,45752,1830.08
53,0,0,0,45753,1830.12
54,0,0,0,45754,1830.16
55,0,0,0,45755,1830.2
56,0,0,0,45756,1830.24
57,0,0,0,45757,1830.28
58,0,0,0,45758,1830.32
59,1,700,472,45759,1830.36
60,1,648.75,427.75,45760,1830.4
61,1,597.5,383.5,45761,1830.44
62,1,546.25,339.25,45762,1830.48
63,1,495,295,45763,1830.52
64,1,500.0,302.5,45764,1830.56
65,1,505.0,310.0,45765,1830.6
66,1,510.0,317.5,45766,1830.64
67,1,515.0,325.0,45767,1830.68
68,1,520.0,332.5,45768,1830.72
69,1,525,340,45769,1830.76
70,1,545.833,384.667,45770,1830.8
71,1,566.667,429.333,45771,1830.84
72,1,587.5,474.0,45772,1830.88
73,1,608.333,518.667,45773,1830.92
74,1,629.167,563.333,45774,1830.96
75,1,650,608,45775,1831.0
76,1,686.4,581.4,45776,1831.04
77,1,722.8,554.8,45777,1831.08
78,1,759.2,528.2,45778,1831.12
79,1,795.6,501.6,45779,1831.16
80,1,832,475,45780,1831.2
81,1,840.0,473.5,45781,1831.24
82,1,848,472,45782,1831.28
83,1,862.667,473.0,45783,1831.32
84,1,877.333,474.0,45784,1831.36
85,1,892,475,45785,1831.4
86,1,911.0,477.5,45786,1831.44
87,1,930,480,45787,1831.48
88,1,948,478,45788,1831.52
89,0,0,0,45789,1831.56
90,0,0,0,45790,1831.6
91,0,0,0,45791,1831.64
92,0,0,0,45792,1831.68
93,0,0,0,45793,1831.72
94,0,0,0,45794,1831.76
95,1,1218,525,45795,1831.8
96,0,0,0,45796,1831.84
97,0,0,0,45797,1831.88
98,0,0,0,45798,1831.92
99,0,0,0,45799,1831.96
100,0,0,0,45800,1832.0
101,0,0,0,45801,1832.04
102,0,0,0,45802,1832.08
103,1,805,418,45803,1832.12
104,0,0,0,45804,1832.16
105,0,0,0,45805,1832.2
106,0,0,0,45806,1832.24
107,0,0,0,45807,1832.28
108,0,0,0,45808,1832.32
109,0,0,0,45809,1832.36
110,0,0,0,45810,1832.4
111,1,685,195,45811,1832.44
112,1,685,198,45812,1832.48
113,1,688,202,45813,1832.52
114,1,624.75,166.5,45814,1832.56
115,1,561.5,131.0,45815,1832.6
116,1,498.25,95.5,45816,1832.64
117,1,435,60,45817,1832.68
118,1,482.0,105.6,45818,1832.72
119,1,529.0,151.2,45819,1832.76
120,1,576.0,196.8,45820,1832.8
121,1,623.0,242.4,45821,1832.84
122,1,670,288,45822,1832.88
123,1,664.5,286.0,45823,1832.92
124,1,659.0,284.0,45824,1832.96
125,1,653.5,282.0,45825,1833.0
126,1,648,280,45826,1833.04
127,1,640,272,45827,1833.08
128,1,635,265,45828,1833.12
129,1,628,258,45829,1833.16
130,1,622,248,45830,1833.2
131,1,618,245,45831,1833.24
132,1,623.0,242.5,45832,1833.28
133,1,628,240,45833,1833.32
134,1,625,238,45834,1833.36
135,0,0,0,45835,1833.4
136,0,0,0,45836,1833.44
137,0,0,0,45837,1833.48
138,0,0,0,45838,1833.52
139,0,0,0,45839,1833.56
140,0,0,0,45840,1833.6
141,0,0,0,45841,1833.64
142,1,630,415,45842,1833.68
143,0,0,0,45843,1833.72
144,0,0,0,45844,1833.76
145,0,0,0,45845,1833.8
146,0,0,0,45846,1833.84
147,0,0,0,45847,1833.88
148,0,0,0,45848,1833.92
149,0,0,0,45849,1833.96
150,1,722,335,45850,1834.0
151,1,722,332,45851,1834.04
152,1,722,328,45852,1834.08
153,1,688.5,316.0,45853,1834.12
154,1,655.0,304.0,45854,1834.16
155,1,621.5,292.0,45855,1834.2
156,1,588,280,45856,1834.24
157,1,628.4,284.0,45857,1834.28
158,1,668.8,288.0,45858,1834.32
159,1,709.2,292.0,45859,1834.36
160,1,749.6,296.0,45860,1834.4
161,1,790,300,45861,1834.44
162,1,790.333,300.0,45862,1834.48
163,1,790.667,300.0,45863,1834.52
164,1,791.0,300.0,45864,1834.56
165,1,791.333,300.0,45865,1834.6
166,1,791.667,300.0,45866,1834.64
167,1,792,300,45867,1834.68
168,1,770.25,302.5,45868,1834.72
169,1,748.5,305.0,45869,1834.76
170,1,726.75,307.5,45870,1834.8
171,1,705,310,45871,1834.84
172,1,651.6,260.0,45872,1834.88
173,1,598.2,210.0,45873,1834.92
174,1,544.8,160.0,45874,1834.96
175,1,491.4,110.0,45875,1835.0
176,1,438,60,45876,1835.04
177,1,526.4,48.4,45877,1835.08
178,1,614.8,36.8,45878,1835.12
179,1,703.2,25.2,45879,1835.16
180,1,791.6,13.6,45880,1835.2
181,1,880,2,45881,1835.24
182,1,882,2,45882,1835.28
183,1,811.6,67.2,45883,1835.32
184,1,741.2,132.4,45884,1835.36
185,1,670.8,197.6,45885,1835.4
186,1,600.4,262.8,45886,1835.44
187,1,530,328,45887,1835.48
188,1,528,328,45888,1835.52
189,1,530,328,45889,1835.56
190,1,530,328,45890,1835.6
191,1,532,328,45891,1835.64
192,0,0,0,45892,1835.68
193,0,0,0,45893,1835.72
194,0,0,0,45894,1835.76
195,0,0,0,45895,1835.8
196,0,0,0,45896,1835.84
197,0,0,0,45897,1835.88
198,1,830,545,45898,1835.92
199,1,835,555,45899,1835.96
200,1,838,565,45900,1836.0
201,1,838.0,580.667,45901,1836.04
202,1,838.0,596.333,45902,1836.08
203,1,838,612,45903,1836.12
204,1,836.4,632.6,45904,1836.16
205,1,834.8,653.2,45905,1836.2
206,1,833.2,673.8,45906,1836.24
207,1,831.6,694.4,45907,1836.28
208,1,830,715,45908,1836.32
209,1,788.75,631.25,45909,1836.36
210,1,747.5,547.5,45910,1836.4
211,1,706.25,463.75,45911,1836.44
212,1,665,380,45912,1836.48
213,1,649.25,286.25,45913,1836.52
214,1,633.5,192.5,45914,1836.56
215,1,617.75,98.75,45915,1836.6
216,1,602,5,45916,1836.64
217,1,537.75,13.25,45917,1836.68
218,1,473.5,21.5,45918,1836.72
219,1,409.25,29.75,45919,1836.76
220,1,345,38,45920,1836.8
221,1,337.5,38.0,45921,1836.84
222,1,330,38,45922,1836.88
223,0,0,0,45923,1836.92
224,0,0,0,45924,1836.96
225,0,0,0,45925,1837.0
